序号,接口表名,数据类别,id,biz_unique_id,app_group_id,app_group_name,top_group_code,achievement_code,achievement_provider,achievement_desc,achievement_type,apply_industry,served_scene,online_time,create_time,update_time,del_status,favorited,来源接口
175,DATA_INNOVATION,创新成果-数据创新成果,535,543,32,API产品,DATA,企业三要素验证（详版）V2,贵州数据宝网络科技有限公司,本产品为V2升级版企业三要素详版验证，优化了数据时效和准确性。在团险实时核保中，V2版提供了更快和更准的企业身份验证。,API产品,"F,J,L,M,S",,2026-08-13 09:13:10,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
176,DATA_INNOVATION,创新成果-数据创新成果,389,542,32,API产品,DATA,实人一体化H5,贵州数据宝网络科技有限公司,"本产品标准版实人一体化H5方案，集成身份证OCR+活体+人像比对基础组合。是互联网保险渠道最广泛使用的远程实人认证工具，接入简单、覆盖场景广。
",API产品,"G,I,J,S",,2026-08-12 17:46:41,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
177,DATA_INNOVATION,创新成果-数据创新成果,390,541,32,API产品,DATA,实人一体化2.0（小程序、SDK、H5）,贵州数据宝网络科技有限公司,"本产品为实人一体化2.0多端统一方案，在小程序、SDK和H5三种形态下提供一致体验。某保险公司使用后跨渠道核身流程开发工作量减少约60%。
",API产品,"G,I,J,S",,2026-08-12 17:45:08,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
178,DATA_INNOVATION,创新成果-数据创新成果,391,540,32,API产品,DATA,数字活体检测,贵州数据宝网络科技有限公司,"本产品为纯数字化活体检测方案，通过分析视频流微小动作和光影变化判断活体，无需用户配合特定动作。在极速投保中几乎无感知，用户流失率显著低于交互式活体检测。
",API产品,"G,I,J,S",,2026-08-12 17:43:28,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
179,DATA_INNOVATION,创新成果-数据创新成果,392,539,32,API产品,DATA,人脸活体（自传照片）,贵州数据宝网络科技有限公司,"本产品支持用户自行上传照片进行活体检测和人脸比对，适用于非实时交互场景。存量客户身份补验中可自行完成验证，某保险公司补验完成率提升约40%。
",API产品,"G,I,J,S",,2026-08-12 17:41:43,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
180,DATA_INNOVATION,创新成果-数据创新成果,393,538,32,API产品,DATA,实人一体化H5（千分制）,贵州数据宝网络科技有限公司,"本产品实人一体化H5千分制版本，以1000分满分替代小数分值。千分制评分便于保险业务人员直觉判断，支持多级核验策略和人工复核阈值设定。
",API产品,"G,I,J,S",,2026-08-12 17:40:07,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
181,DATA_INNOVATION,创新成果-数据创新成果,394,537,32,API产品,DATA,活体检测H5-V3,贵州数据宝网络科技有限公司,"本产品为活体检测H5的V3版本，新增AI深伪攻击检测（Deepfake）能力。随着AI换脸技术普及，V3版深伪检测引擎可识别AI生成人脸视频，某保险公司接入后成功拦截多起利用AI换脸的身份冒用攻击。
",API产品,"F,I,J,S",,2026-08-12 17:33:02,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
182,DATA_INNOVATION,创新成果-数据创新成果,395,536,32,API产品,DATA,实人一体化H5-V3,贵州数据宝网络科技有限公司,"本产品整合身份证OCR+活体检测+人像比对+权威数据核验，实现移动端一站式远程实人认证V3版本。无需安装SDK或小程序，用户点击链接即可完成，极大降低使用门槛。
",API产品,"G,I,J,S",,2026-08-12 17:30:48,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
183,DATA_INNOVATION,创新成果-数据创新成果,396,535,32,API产品,DATA,婚姻状态核查（双人）,贵州数据宝网络科技有限公司,"本产品核查两人之间婚姻关系，是双人婚姻核验的轻量级版本。在保险快速验证场景中，轻量版接口响应更快、成本更低。
",API产品,"G,I,J,S",,2026-08-12 17:28:56,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
184,DATA_INNOVATION,创新成果-数据创新成果,397,534,32,API产品,DATA,婚姻状态核查（单人）,贵州数据宝网络科技有限公司,"本产品核查个人婚姻状态，侧重于单一时刻的状态确认。在简易核保和短险投保场景中，轻量级核查即可满足业务需求。
",API产品,"J,I,G,S",,2026-08-12 17:27:00,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
185,DATA_INNOVATION,创新成果-数据创新成果,398,533,32,API产品,DATA,行驶证信息核验V2,贵州数据宝网络科技有限公司,本产品核验行驶证信息的真实性和一致性，V2版本提升了核验精度。在车险投保中，行驶证是核心凭证，该接口确保投保车辆信息与官方登记一致，防止套牌车投保。,API产品,"F,G,I,J,L",,2026-08-12 17:26:19,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
186,DATA_INNOVATION,创新成果-数据创新成果,399,532,32,API产品,DATA,婚姻状态验证（单人）,贵州数据宝网络科技有限公司,"本产品标准版单人婚姻状态查询，返回已婚/未婚/离异/丧偶等状态。在保险客户基础信息采集和保单管理中，标准版以低成本满足通用查询需求。
",API产品,"I,J,G,S",,2026-08-12 17:25:03,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
187,DATA_INNOVATION,创新成果-数据创新成果,400,531,32,API产品,DATA,婚姻状态验证（双人）,贵州数据宝网络科技有限公司,"本产品标准版双人婚姻状态验证，核验两人是否互为夫妻关系。在保单质押贷款业务中，需配偶知情同意，双人关系验证是业务流程合规要求。
",API产品,"G,I,J,S",,2026-08-12 17:23:14,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
188,DATA_INNOVATION,创新成果-数据创新成果,401,530,32,API产品,DATA,婚姻状态验证（双人）V2,贵州数据宝网络科技有限公司,"本产品为V2升级版双人婚姻状态核验，同时验证两人婚姻状态及是否互为配偶。在大额保单身故受益人审核中，夫妻关系真实性直接影响保险金给付合法性。
",API产品,"G,I,J,S",,2026-08-12 17:18:10,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
189,DATA_INNOVATION,创新成果-数据创新成果,402,529,32,API产品,DATA,婚姻状态验证（单人）V2,贵州数据宝网络科技有限公司,"本产品为V2升级版单人婚姻状态查询，提高数据时效性和覆盖面。在保险受益人指定和保单权益分配中，婚姻状态直接影响法定受益人确定，V2版提供更准确判断。
",API产品,"G,I,J,S",,2026-08-12 17:16:28,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
190,DATA_INNOVATION,创新成果-数据创新成果,403,528,32,API产品,DATA,行驶证OCR识别V2,贵州数据宝网络科技有限公司,"本产品为行驶证OCR识别V2升级版，新增对新能源专用行驶证的识别支持。随着新能源车保有量突破2000万辆，新能源行驶证的OCR识别需求日益增长。
",API产品,"G,I,J,S",,2026-08-12 17:14:05,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
191,DATA_INNOVATION,创新成果-数据创新成果,404,527,32,API产品,DATA,营业执照OCR识别,贵州数据宝网络科技有限公司,"本产品识别营业执照信息，自动提取企业名称、统一社会信用代码、法定代表人等。企业团险和财产险投保时拍照即可完成信息采集，某保险公司企业客户录入效率提升约70%。
",API产品,"G,I,J,S",,2026-08-12 17:12:14,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
192,DATA_INNOVATION,创新成果-数据创新成果,405,526,32,API产品,DATA,驾驶证OCR识别V2,贵州数据宝网络科技有限公司,"本产品为驾驶证OCR识别V2升级版，提升模糊图片和军队驾驶证识别准确率。在UBI车险中，驾龄和准驾车型信息是重要风险评估维度，V2版提供更高精度。
",API产品,"G,I,J,S",,2026-08-12 17:10:26,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
193,DATA_INNOVATION,创新成果-数据创新成果,406,525,32,API产品,DATA,港澳台居民居住证OCR识别,贵州数据宝网络科技有限公司,"本产品精准识别港澳台居民居住证的OCR信息，提取姓名、证件号、签发机关、有效期限等核心字段。该证件反映港澳台居民在内地的常住属性和稳定居留状态，对于区域化保险产品定价和客户风险评估具有重要的参考价值。
",API产品,"G,I,J,S",,2026-08-12 17:08:43,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
194,DATA_INNOVATION,创新成果-数据创新成果,407,524,32,API产品,DATA,港澳台居民来往内地通行证OCR识别,贵州数据宝网络科技有限公司,"本产品专门优化回乡证和台胞证的OCR识别精度。在粤港澳大湾区跨境保险业务中，是服务港澳居民的身份信息采集基础工具。
",API产品,"G,I,J,S",,2026-08-12 17:05:02,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
195,DATA_INNOVATION,创新成果-数据创新成果,408,523,32,API产品,DATA,企业税收违法核查,贵州数据宝网络科技有限公司,本产品核查企业税收违法记录。税收违法的严重程度（补税/罚款/刑事责任）影响企业信用评级，在保险核保中需根据违法严重程度差异化处理。,API产品,"F,J,L,M,S",,2026-08-12 17:04:10,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
196,DATA_INNOVATION,创新成果-数据创新成果,409,522,32,API产品,DATA,港澳台通行证OCR识别,贵州数据宝网络科技有限公司,"本产品识别港澳台通行证信息（通行证号、姓名、签发地、有效期等），在面向港澳台居民的跨境保险业务中提升该类客户的投保体验。
",API产品,"G,I,J,S",,2026-08-12 17:03:26,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
197,DATA_INNOVATION,创新成果-数据创新成果,410,521,32,API产品,DATA,护照（多国多地区护照）OCR识别,贵州数据宝网络科技有限公司,"本产品支持100+国家和地区护照OCR识别，自动识别不同国家护照信息布局和语言。在国际保险经纪业务中，满足跨国保险业务的全球客户KYC需求。
",API产品,"G,I,J,S",,2026-08-12 17:01:41,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
198,DATA_INNOVATION,创新成果-数据创新成果,411,520,32,API产品,DATA,护照（中国大陆地区护照）OCR识别,贵州数据宝网络科技有限公司,"本产品专为中国大陆护照优化OCR识别，提取护照号、中英文姓名、签发机关等字段。在境外旅游险投保中，OCR识别替代手动输入显著提升体验。
",API产品,"G,I,J,S",,2026-08-12 16:59:50,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
199,DATA_INNOVATION,创新成果-数据创新成果,412,519,32,API产品,DATA,企业欠税信息核查,贵州数据宝网络科技有限公司,本产品核查企业欠税记录及金额。持续欠税是现金流危机的强烈信号，在企业信用保证保险中，欠税企业不具备投保条件。,API产品,"F,J,L,M,S",,2026-08-12 16:58:23,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
200,DATA_INNOVATION,创新成果-数据创新成果,413,518,32,API产品,DATA,企业裁判文书垂搜,贵州数据宝网络科技有限公司,本产品垂直搜索企业相关的裁判文书。在诉讼保险和董责险中，裁判文书是评估企业法律风险暴露程度的最全面数据源。,API产品,"F,J,L,M,S",,2026-08-12 16:52:03,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
201,DATA_INNOVATION,创新成果-数据创新成果,168,93,31,数据集,DATA,企业税务合规监控服务场景,北京金融大数据有限公司,本项目建成面向银行、保险等金融机构的小微企业信息核查服务能力，形成统一、规范、安全、高效的数据核查接口与服务体系。通过对接北京市企业权威数据源，实现以企业名称、统一社会信用代码为查询条件的小微企业身份精准核验、资质合法性校验，为金融机构开展普惠金融、信贷审批、风险防控、保险业务等提供可靠依据。项目建成后，可有效简化金融机构业务办理流程，缩短企业核查时长，降低人工核验成本与业务风险，提升金融服务小微企业的效率与规范性，助力优化首都营商环境，支撑普惠金融政策落地。,数据集,"S,J",,2026-03-31 20:33:12,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
202,DATA_INNOVATION,创新成果-数据创新成果,169,92,31,数据集,DATA,市场主体荣誉分析服务,北京金融大数据有限公司,创新构建以市场主体荣誉为核心的数据治理与价值应用模式，突破多源数据壁垒，实现各类荣誉信息全维度汇聚与规范化应用。创新建立荣誉信息动态归集、智能核验、信用关联机制，运用大数据技术实现荣誉资质真伪甄别与综合研判。创新拓展荣誉信息应用场景，将主体荣誉评价深度嵌入政务监管、金融授信、招投标遴选、商业合作等业务流程，形成数据赋能信用管理的创新范式，为提升社会信用体系建设与治理现代化水平提供可复制、可推广的实践经验。,数据集,"S,J",,2026-03-31 20:29:40,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
203,DATA_INNOVATION,创新成果-数据创新成果,170,91,31,数据集,DATA,企业风险分析服务,北京金融大数据有限公司,创新构建以经营异常监管为核心的数据治理与业务联动模式，突破部门数据壁垒，实现市场主体经营异常信息全链条归集与智能化应用。创新建立经营异常动态监测、智能核验、信用关联机制，运用大数据技术实现异常状态自动识别与综合研判。创新拓展经营异常信息应用场景，将主体异常核验深度嵌入政务审批、金融风控、招投标管理、商业合作等业务流程，形成数据赋能信用监管的创新范式，为提升社会治理现代化水平提供可复制、可推广的实践经验。,数据集,"S,J",,2026-03-31 20:27:54,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
204,DATA_INNOVATION,创新成果-数据创新成果,171,90,31,数据集,DATA,企业工商异动轨迹溯源服务,北京金融大数据有限公司,创新构建以企业变更为核心的数据治理与业务联动模式，突破部门数据壁垒，实现市场主体变更信息全链条整合与智能化应用。创新建立企业变更动态监测、智能校验、风险预警机制，运用大数据技术实现异常变更自动识别与精准研判。创新拓展变更信息应用场景，将企业变更核验深度嵌入不动产核验、公积金监管、金融风控等业务流程，形成数据赋能监管的创新范式，为提升社会治理现代化水平提供可复制、可推广的实践经验。,数据集,"S,J",,2026-03-31 20:19:22,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
205,DATA_INNOVATION,创新成果-数据创新成果,172,88,31,数据集,DATA,企业公积金管理负面分析服务,北京金融大数据有限公司,创新构建公积金不良企业信息协同治理模式，突破部门数据孤岛壁垒，实现公积金、不动产、政务、金融等多源信用数据深度融合与智能比对。创新建立不良企业动态认定、自动预警、联合惩戒、信用修复全流程闭环管理机制，依托大数据技术实现风险精准识别与智能防控。通过创新数据共享应用场景，将公积金不良信息嵌入不动产核验、政务审批、信贷风控等业务环节，形成跨领域信用联动应用范式，全面提升住房公积金风险管控精细化水平，为政务服务数字化转型与社会信用体系建设提供可复制的创新实践。,数据集,"S,J",,2026-03-31 20:13:54,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
206,DATA_INNOVATION,创新成果-数据创新成果,173,61,33,数据应用,DATA,跨时空场景分布的用药分析,北京蚂蚁密算科技有限公司,随着药企产品更新和剂型迭代，部分老旧药品在部分区域用量下降，而性价比更高、不良反应更少但尚未纳入医保的新药用量逐步增加。本产品通过分析医保和卫健系统诊疗记录中的用药数据及其时空分布，针对具体药品在不同场景的用量和排名生成多类型报告，为药企提供市场竞争态势分析，指导定价和市场策略，并为医保目录调整、支付政策制定及医疗机构优化用药结构提供决策依据。,数据应用,S,,2025-11-27 10:03:09,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
207,DATA_INNOVATION,创新成果-数据创新成果,414,517,32,API产品,DATA,企业失信被执行核查,贵州数据宝网络科技有限公司,本产品核查企业失信被执行人记录。失信被执行记录直接影响企业的商业信誉和履约能力，是贸易信用保险和保证保险核保的否决项。,API产品,"F,J,L,M,S",,2026-08-12 16:47:32,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
208,DATA_INNOVATION,创新成果-数据创新成果,415,516,32,API产品,DATA,智能结构化OCR识别,贵州数据宝网络科技有限公司,"本产品采用AI模型对任意格式文档图片进行智能结构化识别，无需预定义模板。在保险理赔多类型单证处理中可自适应识别各种版式，某健康险公司使用后单证自动化率从40%提升至85%。
",API产品,"G,I,J,S",,2026-08-12 16:41:07,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
209,DATA_INNOVATION,创新成果-数据创新成果,416,515,32,API产品,DATA,车牌号OCR识别,贵州数据宝网络科技有限公司,"本产品识别车牌号图片，自动提取车牌号码和颜色。在车险快速投保和停车场保险场景中，拍照识别比手动输入更快捷准确，录入时间从40秒降至3秒以内。
",API产品,"G,I,J,S",,2026-08-12 16:38:46,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
210,DATA_INNOVATION,创新成果-数据创新成果,417,514,32,API产品,DATA,行驶证OCR识别,贵州数据宝网络科技有限公司,"本产品识别机动车行驶证信息，提取车牌号、车辆类型、所有人等字段。配合VIN码解析接口可全面还原车辆档案，某车险平台接入后投保信息采集从8分钟缩短至1分钟。
",API产品,"G,I,J,S",,2026-08-12 16:13:38,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
211,DATA_INNOVATION,创新成果-数据创新成果,418,513,32,API产品,DATA,银行卡OCR识别,贵州数据宝网络科技有限公司,"本产品识别银行卡卡面信息，自动提取卡号和发卡行。在理赔款和退保金支付中，客户拍照上传即可自动识别，某平台接入后人工审核工作量减少约60%。
",API产品,"G,I,J",,2026-08-12 16:11:44,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
212,DATA_INNOVATION,创新成果-数据创新成果,419,512,32,API产品,DATA,全国车辆合格证核验,贵州数据宝网络科技有限公司,本产品核验车辆出厂合格证的真实性和有效性。在车辆保险承保中，合格证是确认车辆合法来源的重要文件，特别对于新车投保具有法律意义。,API产品,"G,F,I,J,L",,2026-08-12 16:09:48,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
213,DATA_INNOVATION,创新成果-数据创新成果,420,511,32,API产品,DATA,身份证OCR识别,贵州数据宝网络科技有限公司,"本产品提供身份证正反面OCR识别，自动提取姓名、身份证号、地址、有效期等字段。某经代公司接入后投保信息录入错误率从约8%降至1%以下，客户投保体验显著改善。
",API产品,"G,I,J,S",,2026-08-12 16:09:39,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
214,DATA_INNOVATION,创新成果-数据创新成果,421,510,32,API产品,DATA,驾驶证OCR识别,贵州数据宝网络科技有限公司,"本产品识别驾驶证信息，提取姓名、证号、准驾车型、有效期限等。在UBI车险和驾驶风险评估中，驾照信息结合驾龄和准驾车型完善风险评估模型输入。
",API产品,"G,I,J,S",,2026-08-12 16:07:32,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
215,DATA_INNOVATION,创新成果-数据创新成果,422,509,32,API产品,DATA,车辆品牌型号查验,贵州数据宝网络科技有限公司,本产品通过品牌名称和型号关键词模糊查询车辆完整信息，帮助快速定位车型参数。在车险代理销售场景中，当客户提供的车辆信息不完整时（如仅知道品牌和大致型号），代理人可通过该接口快速补全车辆详细参数，减少信息不对称带来的报价偏差。,API产品,"J,I,G,L,F",,2026-08-12 16:05:54,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
216,DATA_INNOVATION,创新成果-数据创新成果,423,508,32,API产品,DATA,全网手机三要素验证（SHA256简版),贵州数据宝网络科技有限公司,"本产品为SHA256加密简版的全网三要素验证接口，以最小接口体积和最快响应速度实现高安全等级的核验服务。在保险大型营销活动期间的瞬时高并发场景中，简版接口确保系统吞吐量不受限，同时SHA256加密满足数据保护要求。
",API产品,"G,I,J,S",,2026-08-12 16:05:23,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
217,DATA_INNOVATION,创新成果-数据创新成果,424,507,32,API产品,DATA,移动手机号易诉分,贵州数据宝网络科技有限公司,"本产品为移动运营商专属涉诉风险评分，基于移动用户行为数据和关联信息评估诉讼风险。帮助保险公司识别高诉讼风险投保人，提前采取风控措施。
",API产品,"G,I,J,S",,2026-08-12 16:03:20,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
218,DATA_INNOVATION,创新成果-数据创新成果,425,506,32,API产品,DATA,全国乘用车VIN码识别,贵州数据宝网络科技有限公司,本产品专注于乘用车VIN码识别解析，针对乘用车市场优化识别模型。乘用车占车险市场约80%以上，专用接口提供更高的识别准确率和更快的响应速度。,API产品,"F,G,I,J,L",,2026-08-12 15:57:37,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
219,DATA_INNOVATION,创新成果-数据创新成果,426,505,32,API产品,DATA,移动手机消费区间验证,贵州数据宝网络科技有限公司,"本产品查询移动号码月消费区间，覆盖约10亿用户，是最具代表性的消费能力评价维度。为保险公司提供移动用户的消费能力参考。
",API产品,"G,I,J,S",,2026-08-12 15:53:10,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
220,DATA_INNOVATION,创新成果-数据创新成果,427,504,32,API产品,DATA,全国车辆VIN基础信息查验,贵州数据宝网络科技有限公司,本产品通过VIN码查询车辆全部基础信息，是最通用的VIN解析接口。覆盖品牌、型号、年款、排量、变速箱、驱动形式等数十项参数，是车险核保的标准数据入口。,API产品,"J,G,I,L,F",,2026-08-12 15:52:29,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
221,DATA_INNOVATION,创新成果-数据创新成果,428,503,32,API产品,DATA,全网手机三要素验证（SHA256详版),贵州数据宝网络科技有限公司,"本产品为SHA256加密详版的全网三要素验证接口，同时满足高安全加密标准和全面核验字段的双重需求。适用于保险公司与银行合作的最高安全等级场景，如银保渠道的保单质押贷款业务，SHA256加密满足金融行业合规框架。
",API产品,"G,I,J,S",,2026-08-12 15:51:28,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
222,DATA_INNOVATION,创新成果-数据创新成果,429,502,32,API产品,DATA,移动手机二要素验证（证件号+手机号）,贵州数据宝网络科技有限公司,"本产品为移动运营商专用的证件号+手机号二要素验证接口，专为移动用户群体优化。移动作为国内用户基数最大的运营商，该专用接口提供更高精度的核验结果和更快的响应速度，在大规模保险业务中表现出更好的稳定性。
",API产品,"G,I,J,S",,2026-08-12 15:49:40,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
223,DATA_INNOVATION,创新成果-数据创新成果,430,501,32,API产品,DATA,全网手机三要素验证（简版MD5）,贵州数据宝网络科技有限公司,"本产品为全网三要素验证的简版MD5加密接口，兼顾轻量级响应速度和高安全传输标准。在保险H5页面和小程序等移动端场景中，简版接口的响应时间约为主版本的60%，配合MD5加密保障，适合大促期间瞬时高并发需求。
",API产品,"G,I,J,S",,2026-08-12 15:47:55,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
224,DATA_INNOVATION,创新成果-数据创新成果,431,500,32,API产品,DATA,企业限制高消费核查,贵州数据宝网络科技有限公司,本产品核查企业及其法定代表人是否被限制高消费。被限高的企业面临大量经营限制，在保险领域不具备投保信用保证保险的基本条件。,API产品,"J,L,M,S,F",,2026-08-12 09:18:55,2026-08-13 02:01:17,2026-08-13 02:01:17,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
225,DATA_INNOVATION,创新成果-数据创新成果,367,499,32,API产品,DATA,全网手机在网时长验证,贵州数据宝网络科技有限公司,"本产品标准版全网手机在网时长验证，全运营商覆盖通用场景。在网时长是衡量用户稳定性的最常用指标之一，接入简单、覆盖面广。
",API产品,"G,I,J,S",,2026-08-11 17:14:24,2026-08-12 02:01:12,2026-08-12 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
226,DATA_INNOVATION,创新成果-数据创新成果,368,498,32,API产品,DATA,全网手机状态验证V3,贵州数据宝网络科技有限公司,"本产品为全网手机状态验证V3版本，优化查询速度并扩展号码状态类型（新增预销号、临时停机等细分状态），支持更精细化的保险运营触达策略。
",API产品,"G,J,I,S",,2026-08-11 16:49:45,2026-08-12 02:01:12,2026-08-12 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
227,DATA_INNOVATION,创新成果-数据创新成果,369,497,32,API产品,DATA,全网手机二要素验证（证件号+手机号）,贵州数据宝网络科技有限公司,"本产品标准版证件号+手机号二要素验证。在保险单证管理和理赔材料归档中，通过证件号和手机号的一致性校验确保档案准确性。
",API产品,"G,I,J,S",,2026-08-11 16:47:54,2026-08-12 02:01:12,2026-08-12 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
228,DATA_INNOVATION,创新成果-数据创新成果,370,496,32,API产品,DATA,全网手机三要素验证（详版）,贵州数据宝网络科技有限公司,"本产品为全网三要素验证标准详版，一次性返回所有核验相关字段。适合作为保险核保核心决策引擎主数据源，减少多次接口调用的系统开销。
",API产品,"G,I,J,S",,2026-08-11 16:45:19,2026-08-12 02:01:12,2026-08-12 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
