序号,接口表名,数据类别,id,biz_unique_id,ability_org_id,ability_org_name,project_name,project_target,expected_result,create_time,update_time,data_time,del_status,favorited,来源接口
76,SETTLED_PROJECT,创新服务-入驻项目,17,305,345,华信永道（北京）科技股份有限公司,住房公积金业务个人公积金信贷增信基础项目,本项目以“安全合规为底线、数据价值为核心、场景适配为导向、服务高效为目标”，聚焦公积金数据要素的合规运营与金融场景赋能，明确以下五大建设目标： 1.安全合规目标：构建“数据可用不可见”全流程安全体系 建立符合《中华人民共和国数据安全法》《中华人民共和国个人信息保护法》及公积金数据管理相关规定的安全研发标准，实现数据采集、加工、存储、传输、使用全环节的安全管控； 研发数据脱敏、权限精细管控等核心技术模块，确保公积金业务明细数据“加工不泄露、使用可追溯、风险可防控”，满足金融行业高合规要求。 2.数据要素化目标：形成标准化公积金数据要素体系 完成公积金核心业务数据（如缴存明细、提取记录、贷款信息等）的结构化加工，梳理数据口径、清洗数据质量、规范数据标签，形成可复用、可组装的个人公积金数据要素库； 实现数据要素与金融业务场景的适配映射（如信贷风控、信用评估、产品定价等场景），确保数据要素的适用性与准确性。 3.产品支撑目标：搭建灵活高效的数据产品管理平台 研发数据产品管理核心功能模块，支持基于数据要素库的产品快速组装，实现金融场景用数需求的敏捷响应（如定制化数据报告、实时查询接口、批量分析数据集等产品形态）； 建立数据产品全生命周期管理能力（包括产品设计、发布、迭代、下线、风控监测），保障数据产品的合规性与可用性。 4.服务对接目标：构建多维度用数机构服务体系 研发服务管理与机构对接模块，支持对不同用数机构（银行、保险、消费金融公司等）的差异化服务配置（如权限分级、接口适配、计费管理）； 实现用数机构的全流程服务支撑（机构注册、资质审核、需求提报、产品订阅、服务调用、数据反馈），保障对接效率与服务稳定性。 5.价值赋能目标：实现数据价值与业务生态双提升，为金融机构提供低成本、高合规的公积金数据支撑，助力其优化信贷风控模型、提升产品创新效率、降低业务运营成本； 为公司积累公共数据授权运营的核心技术（数据安全加工、产品化组装、机构服务对接）与行业经验，奠定在公共数据运营领域的技术壁垒与市场优势。,1.产品落地成果：建成“数据层－技术支撑层－平台层－应用层－监管层”五层架构公共数据运营系统，落地隐私计算、数据要素加工、数据产品组装、监管存证四大核心能力，形成可直接复用的公积金数据运营产品体系。 2.运营赋能成果：完成≥5家金融机构对接，助力合作机构风控效率与普惠覆盖能力显著提升，形成可复制的“政务数据－金融赋能”落地模式。 3.价值沉淀成果：输出《公积金数据脱敏规范》《公积金数据要素定义与编码规范》《公积金数据要素运营安全规范》3项规范，技术架构可延伸至社保、个税等政务数据领域，打造公积金数据安全运营示范案例。,2026-05-13 16:58:19,2026-06-05 18:31:06,2026-05-14 09:59:50,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
77,SETTLED_PROJECT,创新服务-入驻项目,18,304,468,北京物资学院,极端气候冲击下现代物流体系的风险防控研究,习近平总书记强调“物流是实体经济的筋络，连接生产和消费、内贸和外贸”。现代物流体系是支撑“筋络”高效、安全运行的骨架。当前全球极端气候事件频发，物流通道、枢纽、末端配送任何环节遭受极端气候冲击，极易引发物流中断与级联失效，严重威胁供应链产业链安全。为落实“十五五”规划确定的“提升应对极端天气能力、确保重大基础设施安全”战略导向，本项目聚焦现代物流体系风险影响、风险水平、风险效应及风险防范四大具体问题，从通道-枢纽-末端全链条研究视角，围绕现代物流体系风险影响机理、产出损失效应、要素配置扭曲效应等核心概念，开展风险测度、传导效应分析及防控对策设计，为提升我国产业链供应链韧性与安全水平提供重要支撑。,"预期产出结果

本场景建设后，预计形成以下成果。

一是形成物流风险专题数据集，包括极端天气数据、物流设施数据、货运运行数据、地理空间数据、道路交通数据和企业运营相关数据，为后续数据产品开发和模型训练提供基础。

二是形成物流风险评估模型和指标体系，能够对不同区域、不同物流节点、不同运输线路在极端天气下的风险水平进行量化评价。

三是形成城市物流风险地图和可视化平台原型，实现风险空间分布展示、重点节点识别、风险等级划分和趋势分析，便于政府部门和企业直观掌握风险状态。

四是形成极端天气影响评估报告和决策咨询成果，重点输出对物流效率、运输能力、保供能力、产业链传导影响等方面的分析结论，为城市运行管理和产业政策制定提供依据。

五是形成可复制的数据要素应用样板，探索公共数据、行业数据和企业数据在可信环境下融合应用的路径，沉淀数据治理规范、模型评测方法和场景应用方案，为北京智慧物流、韧性城市和数据要素产业发展提供示范案例。

六是形成面向企业和政府的服务产品雏形，包括物流风险预警服务、重点设施韧性评估服务、极端天气应急物流辅助决策服务、物流数据产品开发服务等，具备后续推广应用和市场化转化基础。",2026-05-13 12:15:38,2026-06-05 18:31:06,2026-05-13 14:50:24,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
78,SETTLED_PROJECT,创新服务-入驻项目,19,303,465,北京中民颐养科技服务有限公司,婚恋信用数据报告,本产品旨在通过融合公安、民政、人社、司法、金融、不动产、车辆等多源政务及社会数据，在用户充分授权的前提下，为婚恋市场构建一套客观、权威、可量化的信用核验机制，从源头解决身份造假、婚姻状况隐瞒、职业财产信息失实等行业痛点，保护用户人身财产安全，提升婚恋平台的公信力，推动行业建立“守信激励、失信惩戒”的良性信用生态。核心目标是打造一款可落地、易推广、合规安全的婚恋信用数据产品，实现与不少于50家婚恋平台及婚介机构的系统对接，形成标准化API服务能力，确保在用户授权后3秒内完成身份核验与婚姻状态查询，5秒内输出包含综合评级、各维度得分及风险提示的结构化报告，同时建立严格的隐私保护与数据最小化机制，通过一票否决等设计有效拦截高风险用户。,通过公共数据产品社会融合落地、模型建设等，形成北京首个面向婚恋场景的公共数据信用报告产品，服务婚恋领域，年核验调用量不低于50万次，覆盖婚恋用户100万人以上；此外，通过多维数据交叉核验，使平台内用户信息真实度显著提升，有效降低婚恋欺诈投诉率；为数据要素市场提供可复用的“政务数据+社会数据+信用模型”融合方案，带动相关技术开发和数据服务岗位就业，并在此基础上逐步拓展至招聘、租住等其他社交信用验证场景,2026-05-12 20:01:47,2026-06-05 18:31:06,2026-05-13 10:11:28,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
79,SETTLED_PROJECT,创新服务-入驻项目,20,302,462,银龄港湾（北京）健康科技有限公司,"""银龄智护""",银龄智护是国内首个深度耦合城市可信数据空间的银发经济智能体服务平台。项目以“15分钟银发服务圈”为单元，以AI智能体+可信数据空间为双引擎，面向老年用户、家属、服务商及政府监管方，提供健康咨询、服务调度、预警守护、情感陪伴、数据资产化等核心能力，打造“线上智能体极速响应、线下15分钟可达服务”的智慧养老闭环。项目将入驻数智北京创新中心，依托公共数据与社会数据融合创新，率先在北京城市副中心街道落地陪诊服务试点。以创新中心为创新孵化基地，将“银龄智护——基于可信数据空间的银发经济智能体服务平台”打造成全国首个“智慧养老+可信数据空间”的标杆应用案例。 依托创新中心提供的公共数据资源、城市真实场景和联合实验室资源，完成从数据产品开发到场景验证再到商业闭环的全流程创新，形成可复制、可推广的“北京银发数智养老样板”，力争入选国家“数据要素×”典型案例。,"核心成果计划
1. 公共数据融合应用创新产品：计划在入驻后12个月内，完成3至5款数据产品的开发与验证，包括独居老人安全预警数据产品、养老服务质量AI巡检模型、银发康养需求热力图、老年健康画像数据产品、养老补贴精准核验模型等，所有产品均依托创新中心提供的公共数据资源。

2. AI智能体平台落地应用：在创新中心可信环境下完成智能体训练与优化，实现养老垂直场景AI大模型微调；在社区养老场景中完成15分钟安全守护闭环（预警→派单→服务→归档），并验证商业化推广可行性。

3. 数据资产化与交易探索：将开发的3至5款标准化数据产品在数据交易所上架登记，探索与链主企业（首都信息）的分成机制与收益分配模式。

4. 政产学研协同生态建设：与创新中心联合实验室建立专项合作关系，带动不少于10家产业链主体（养老服务机构、社区服务商、技术企业等）参与，整合医疗健康、医保金融等数据，推动养老数据标准对接。

关键绩效指标（入驻后12个月内）
- 完成数据产品3至5款。
- 完成应用场景验证不少于3个社区。
- 平台覆盖老年用户数不少于1000人。
- 数据产品销售收入预估不低于100万元。
- 达成产学研合作签约不少于2个。
- 入选国家或市级“数据要素×”典型案例至少1次。",2026-05-12 12:00:47,2026-06-05 18:31:06,2026-05-12 14:09:44,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
80,SETTLED_PROJECT,创新服务-入驻项目,21,301,405,北京天平数据科技有限公司,被执行人自主授权之司法执行大数据分析服务项目,"根据《最高人民法院关于民事执行中财产调查若干问题的规定》，被执行人应当如实报告财产，财产变动后十日内需补充报告，拒绝报告、虚假报告的，可被罚款、拘留，情节严重的追究刑事责任。
在司法执行领域，天平数科以被执行人自主授权为基础，对其工商、税务、社保、公积金、不动产、车辆等公共数据进行合规调取与融合分析，输出《被执行人财产分析报告》，为申请执行人提供债权实现决策参考，为被执行人提供财务状况客观评估。《个人信息保护法》第十三条第一款第（一）项“取得个人的同意”，为自主授权模式提供了直接的合法性基础——被执行人自愿签署授权书后，天平数科依法获取其相关信息进行数据分析。
本项目的目标客户包括如下群体：一是确有履行意愿但暂时无法全面履行、希望通过主动披露财产状况争取执行和解或以物抵债方案的被执行人；二是进入破产或重组程序、需要准确梳理资产负债状况的被执行人；三是拟申请企业征信修复或个人信用修复、需要提供详实资产负债材料的被执行人；四是主动申请财产保全的被保全人；五是自愿使用财产画像功能辅助企业融资、并购等商业决策的主体。
人民法院生效裁判的执行，是司法公正的“最后一公里”。即便如此，执行难问题一直是困扰司法实践的顽疾。“查人找物难”是最突出的痛点和堵点。数据技术的深度介入，为破解“执行难”提供了全新的技术路径和广阔的想象空间。引导诚信回归，主动配合履行的正向激励：被执行人自愿授权财产数据分析，积极配合法院执行工作，其主动履行的行为可纳入信用修复评估的重要参考，为积极履行法定义务的主体提供正向激励，促进社会诚信体系建设。
优化法治化营商环境：精准的财产线索能够大幅缩短执行周期，提升债权实现效率，增强市场主体对司法公正的获得感与信心。",强制执行领域存量市场规模超万亿元。2026年法律服务市场规模预计突破3540亿元，其中非诉讼业务占比将首次超过诉讼领域，达到54%。天平数科的自主授权模式与司法授权模式协同推进，有望服务大量有价值需求的案件，具备可持续的商业空间和独立的盈利模式。《被执行人财产分析报告》标准产品，形成标准化、可复制的财产分析报告产品体系。申请执行人可通过被执行人授权获取详尽的财产线索；被执行人亦可主动申请该服务，用于财务状况评估或破产清算受托等合法场景。,2026-05-09 13:30:49,2026-06-05 18:31:06,2026-05-11 16:41:41,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
81,SETTLED_PROJECT,创新服务-入驻项目,23,300,459,上海海弗智慧医疗科技发展有限公司,专病商业保险方向数据创新使用,"本项目紧扣“健康中国2030”、“数据要素市场化”、“多层次医疗保障体系”、“医保商保协同”四大国家战略，依托北京市公共数据与医保数据授权运营体系，将公司成熟的脑卒中带病可保商业保险模式落地北京，打造首都专病商保创新标杆，系统性解决脑卒中群体长期存在的保障缺失与健康管理不足问题。
一、补齐脑卒中群体保障短板
脑卒中是我国致死致残率最高的疾病之一，患者及高危人群长期面临“无法购买商业保险、院外康复自费压力大、易因病致贫”的民生痛点。传统商业保险因健康告知严格，将带病群体排除在外，导致这一群体缺乏有效风险分担机制。本项目旨在通过数据驱动方式，突破“带病不可保”的行业瓶颈，让脑卒中患者及高危人群可保、可续、可支付。
二、创新专病商保产品体系
依托公司全国领先的脑卒中专病真实世界数据底座（覆盖临床诊疗、院外随访、医保结算、可穿戴监测、康复评估等多源数据），联合头部保险机构与顶尖高校团队，研发国内首个脑卒中带病可保商业保险产品。产品具备五大创新特征：带病可保、保证续保、精准定价、动态风控、健康行为激励。通过真实世界数据驱动精算与风控，实现风险可控、可持续运营。
三、推动医保商保协同发展
本项目积极争取实现医保个人账户余额支付保费，降低居民参保门槛，提升普惠可及性。同时，通过商业保险补充基础医保，合理分流医保基金压力，优化医疗资源配置，助力北京市构建多层次医疗保障体系，形成“医保+商保+健康管理”协同发展的新模式。
四、激活专病数据要素价值
破解医疗数据孤岛问题，在合规脱敏前提下，将医保结算数据、临床诊疗数据、健康档案数据进行标准化治理与价值转化，支撑保险精算定价、风险分层、动态风控、AI健康干预等核心应用，实现数据赋能保险、保险反哺健康的良性闭环。
五、打造首都专病商保示范标杆
以北京为战略高地，依托首都政策、数据、医疗资源优势，将贵阳已验证成功的模式快速复制落地，形成可推广至全国其他城市的专病商保“北京方案”，为全国慢病带病保险创新提供参考范本。","一、产品成果
落地北京市首款脑卒中带病可保商业保险产品，保障对象覆盖北京市18岁以上脑卒中高危人群、确诊患者、术后康复人群。
产品核心责任包括：住院医疗、门诊检查、康复治疗、特定药品、复发预警及健康干预服务。
产品创新亮点：无需健康告知、带病可保、保证续保、风险动态定价、健康行为激励（如免赔额与健康行为挂钩）。
争取实现医保个人账户支付，提升产品普惠性与可及性。
二、标准与体系成果
形成“医疗+保险+数据+康复”一体化专病服务北京标准，涵盖专病筛查、诊疗、康复、保险保障、数据治理全流程。
输出北京市脑卒中疾病防控大数据报告与保障体系方案，为政府公共卫生与医保决策提供数据支撑。
三、示范成果
打造全国领先的首都专病商保创新示范项目，成为医疗数据赋能商业保险的标杆案例。
形成可复制、可推广的专病商保运营模式，为后续向高血压、糖尿病等其他慢病领域延伸奠定基础。
四、社会效益
补齐北京市脑卒中群体保障短板，降低因病致贫风险。
强化脑卒中早筛早治，降低发病率与致残率。
完善首都多层次医疗保障体系，提升民生幸福感与安全感。
五、经济效益
减轻北京医保基金支出压力，合理分流医疗费用负担。
激活专病健康服务市场，带动医疗、保险、康复产业协同发展。
降低长期公共卫生支出成本，提升医疗资源配置效率。
六、技术成果
完善AI脑卒中风险预测模型与保险智能精算引擎，提升专病风险评估与定价能力。
构建专病真实世界数据治理技术体系，形成可复用的数据标准化、脱敏化、可计算化治理流程。",2026-05-08 15:48:41,2026-06-05 18:31:06,2026-05-08 15:54:51,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
82,SETTLED_PROJECT,创新服务-入驻项目,22,299,457,北京云枢智算医疗科技有限公司,公共数据赋能院外健康服务一体化示范项目,"本项目紧扣国家“数据要素市场化”“银发经济发展”“15分钟便民生活圈”“院内院外医疗服务一体化”四大政策方向，依托北京市公共数据授权运营体系，聚焦老年人群、慢病患者、院后康复人群的院外健康服务缺口，以公共数据为核心生产要素，打造北京标杆性院外健康数据服务示范项目。
一、补齐民生服务短板
当前北京市老年人群、慢病患者及术后康复人群面临院外服务“找不到、用不起、不规范”的突出困境，医院到家庭的服务断层严重。本项目旨在通过公共数据赋能，将分散的康复护理、居家照护、慢病管理、便民就医、特医服务等资源整合，建设北京市级院外通健康服务平台，实现全市院外健康服务“一网统管、一键可达”，让居民在家门口即可获得标准化、普惠化、可追溯的健康服务。
二、推动产业数字化转型
针对健康服务机构“小散弱”、数字化水平低、获客难、运营效率低等产业痛点，项目将通过SaaS工作台、AI精准匹配、流量赋能等方式，帮助中小健康服务机构实现数字化升级，降低运营成本，提升服务效率与服务质量，带动北京市院外健康服务产业整体高质量发展。
三、释放公共数据要素价值
破解公共数据下沉不足、跨部门数据孤岛严重的问题，依托北京市公共数据授权运营体系，通过隐私计算、数据脱敏等技术手段，实现医保数据、公共卫生数据、民政数据、康养数据的安全合规流通与价值转化，形成“数据赋能服务、服务产生数据”的良性闭环。
四、打造全国示范标杆
立足北京、辐射全国，通过本项目形成可复制、可推广的“北京模式”——即政府监管、机构入驻、居民受益、数据赋能四位一体的城市级院外健康数据服务运营模式，为全国其他城市提供借鉴与参考，助力北京建设全球数字经济标杆城市。
五、支撑政府科学决策
通过平台积累的真实服务数据与健康数据，输出城市健康服务数据驾驶舱，为北京市卫健委、医保局、民政局等政府部门提供服务质量监管、资源调度优化、公共卫生决策的数字化支撑工具。","一、平台建设成果
建成北京市级院外通健康服务平台，作为全市院外健康服务的统一入口。平台包含三大核心模块：
居民端：个人健康档案归集、风险评估、体征监测、用药提醒、院后随访、康复指导、服务预约、在线支付、评价反馈。
机构端：SaaS数字化工作台，支持服务上架、订单管理、客户管理、数据看板、运营赋能、流量匹配。
政府端：服务监管、数据统计、行业分析、资源调度、决策支撑。
二、服务覆盖成果
构建15分钟社区健康服务圈，覆盖北京市千万级居民。
链接上千家健康服务机构（社区卫生服务中心、康复机构、养老机构、护理机构、药店等）。
实现院外健康服务“一网统管、一键可达”，提升居民服务可及性与满意度。
三、数据价值成果
形成北京公共数据赋能民生服务的标准规范与可复制模式。
输出城市健康服务数据驾驶舱，为政府公共卫生决策提供实时数据支撑。
实现医保数据、公共卫生数据、民政数据、康养数据的安全合规流通与价值转化。
四、社会效益
补齐院外健康服务短板，提升老年人、慢病患者、康复人群的生活质量与健康水平。
降低政府公共卫生管理成本，提升医疗资源使用效率。
破解数据孤岛，实现公共数据合规安全使用，增强公众对数据应用的信任感。
五、经济效益
激活北京市万亿级院外健康服务市场。
带动中小健康服务机构数字化转型与增收，降低获客与运营成本。
形成可复制的商业模式，为平台后续在全国推广奠定经济基础。
六、示范推广成果
将北京项目打造为全国公共数据赋能院外健康服务的标杆示范。
形成可输出至京津冀区域乃至全国的标准体系与运营方案。",2026-05-08 15:32:40,2026-06-05 18:31:06,2026-05-08 15:55:58,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
83,SETTLED_PROJECT,创新服务-入驻项目,25,298,396,中冠智云（北京）科技有限公司,驾驶人信息核查及数据画像,通过融合驾驶人资质信息、从业资格数据、交通违法处罚记录、运输运营轨迹等多维驾驶行为与资质数据，使用先进的机器学习和人工智能技术，开发面向汽车金融业务场景的数据产品体系，包括驾驶证信息核查、驾驶人信用风险查询、从业资格核验、处罚记录查询、多维数据画像、运营轨迹分析等形态，应用于贷前准入审核、融资租赁风控、保险精准定价、理赔反欺诈、合规认证等核心环节，发挥公共交通管理数据的要素资产价值，有效解决汽车金融机构资质审核效率低、欺诈识别难、风险定价不精准等业务痛点，提升金融机构的核验响应速度、风控识别能力、精准定价水平及产品创新能力，促进汽车金融市场普惠发展与降本增效。,发挥在数据服务和机器学习、人工智能技术应用领域的丰富经验，以及对于汽车金融行业需求痛点、信息合规安全的深入理解，充分挖掘驾驶人资质与交通行为数据的信息价值，形成包括驾驶人信用风险评分、处罚记录查询、从业资格核验、多维画像标签、运营能力评估、合规状态监控等形态的数据产品，反映驾驶人的资质等级、从业稳定性、信用状况及潜在风险水平，服务于贷前审核、贷后预警、保险定价、欺诈识别、合规审查等场景。依托具有高可信度的交通管理驾驶人数据、多维度资质与运营数据融合形成的信息增益，以及深度结合金融机构业务样本及标签进行模型训练和参数调优，提升数据产品的应用价值，强化市场竞争力。,2026-05-08 10:38:47,2026-06-05 18:31:06,2026-05-08 14:54:59,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
84,SETTLED_PROJECT,创新服务-入驻项目,24,293,406,数融智创（北京）科技有限公司,北京市婚姻及个人背调助手,"1.  满足准新人婚前背调需求：帮助用户全面核实伴侣基础信息（身份、学历、工作经历）、婚史状况、家庭背景、个人信用及财务状况（债务、婚前财产），排查潜在婚姻风险，为婚姻决策提供真实依据，筑牢婚姻信任基石，避免因信息隐瞒导致的婚后纠纷与权益受损问题。
2.  满足已婚人士婚姻权益保障需求：针对婚姻中信任动摇、疑似不忠等场景，为用户提供合规的行为轨迹核查、事实确认及证据固定服务，结束用户自我内耗，为情感沟通、婚姻修复或离婚维权提供支撑；针对离婚场景，协助用户排查对方隐匿财产、固定婚姻过错证据，助力用户在财产分割、子女抚养权争夺中争取合法权益。
3.  满足个人基础背调需求：为有个人背调需求（如交友、合作等）的用户，提供身份真实性、信用状况、不良记录（违法犯罪、失信）等核心信息的核查服务，帮助用户规避人际交往、合作中的信用风险与安全隐患，减少信息不对称带来的损失。
4.  提升用户使用体验：简化背调流程，降低用户操作门槛，实现背调需求提交、进度查询、结果反馈的全流程线上化，确保用户能快速获取精准、易懂的背调报告，同时提供个性化咨询支持，解答用户在背调过程中的疑问与困惑。","1.  产品成果：完成婚姻及个人背调助手产品开发与上线，实现全流程线上化操作，涵盖婚前、婚内、个人基础背调等核心场景，实现与北京市委办局政务数据资源、全国性官方平台及合规第三方数据源的稳定对接，确保数据调取合规、高效，核心功能可正常运行，满足用户多样化背调需求。
2.  服务成果：建立标准化背调服务体系，核心信息核查准确率达到98%以上，婚前基础背调1-3个工作日、复杂背调5-7个工作日完成，用户满意度不低于90%；组建专业服务团队，形成“核查+咨询+维权”的增值服务能力，累计为一定数量用户提供合规背调服务，有效帮助用户排查婚姻及个人交往中的风险，保障用户合法权益。
3.  合规与安全成果：形成完善的合规运营管理制度，严格落实《个人信息保护法》及北京市委办局公共数据开发利用相关规定，建立健全信息安全防护体系，实现用户及被背调人信息加密存储、规范使用，全程无信息泄露、非法取证等违规行为，通过相关合规审核，确保项目合法合规运营。
4.  品牌与市场成果：树立专业、可靠的品牌形象，积累优质用户口碑，在婚姻及个人背调垂直领域形成一定知名度；初步拓展市场份额，构建稳定的用户群体，为后续产品迭代、服务拓展奠定基础，逐步向“背调+增值服务”的一站式平台转型。
5.  合作与资源成果：与北京市委办局相关部门建立稳定的合规合作关系，规范对接政务数据资源，形成标准化的数据调取、使用流程；同步与学信网、征信中心等官方平台及合规第三方机构建立合作，构建多元化、高质量的信息核查渠道，为产品长期稳定运行提供资源支撑。",2026-04-23 20:18:59,2026-06-05 18:31:06,2026-05-08 15:52:56,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
85,SETTLED_PROJECT,创新服务-入驻项目,28,291,409,北京数据集团公共数据开发有限公司,公共数据基础产品创新开发项目,本项目旨在依托北京市市场监管局、住房公积金管理中心、人力资源和社会保障局、税务局、规划和自然资源委员会等委办局的高质量公共数据资源，构建面向企业服务的多源数据融合分析体系。通过整合企业登记、社保缴纳、公积金缴存、纳税记录、不动产信息等关键数据，聚焦企业信用评估、风险识别、属性认证等核心应用场景，打造标准化、模块化、可复用的公共数据基础产品。项目致力于充分释放公共数据要素价值，赋能金融机构精准授信、监管部门智能预警、第三方机构高效服务，推动公共数据在金融风控、政务服务优化、产业运行监测等领域的深度应用与创新落地。,  本项目预期建成一套标准化、模块化、可复用的北京市公共数据基础产品体系，依托北京市市场监管局、住房公积金管理中心、人力资源和社会保障局、税务局、规划和自然资源委员会等委办局提供的企业登记、社保缴纳、公积金缴存、纳税记录、不动产信息等高质量政务数据，构建覆盖企业信用评估、风险识别、属性认证等核心场景的产品体系。成果将以API接口、数据标签、风险评分等形式输出，有效支撑金融机构精准授信、监管部门智能预警及第三方机构高效合规服务。,2026-04-20 15:09:11,2026-06-05 18:31:06,2026-04-20 15:11:06,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
86,SETTLED_PROJECT,创新服务-入驻项目,32,289,409,北京数据集团公共数据开发有限公司,亲子婚育核验服务,本项目依托出生医学证明数据、婚姻登记及生育相关数据，构建标准化婚育状态与亲子标签体系，形成覆盖婚姻状况、生育状态、子女信息等维度的用户画像。在严格遵循数据安全、隐私保护、合规使用前提下，对原始数据进行脱敏、清洗、标签化处理，形成可支撑市场化应用的安全数据产品。通过规范数据治理与安全共享机制，在保障个人信息安全的基础上，为母婴、家庭消费、亲子服务等领域提供合规、精准、高质量的数据支撑，促进消费场景与用户需求精准匹配。,以数据合规应用与价值释放为目标，建立出生医学证明、婚育信息等数据的脱敏治理、标签加工、安全共享全流程管理机制。。在严格遵循数据安全、隐私保护、合规使用前提下，对原始数据进行脱敏、清洗、标签化处理，形成可支撑市场化应用的安全数据产品。形成统一、规范、可复用的婚育、亲子、家庭结构标签体系，实现数据可用不可见、可控可追溯。推动政务数据在商业营销、用户洞察、精准服务等场景的安全应用，支撑母婴品牌、亲子机构、生活服务平台开展用户精准圈选、需求分析与定向投放，提升市场资源配置效率，实现政务数据价值化、安全化、规范化运营。,2026-04-17 16:39:39,2026-06-05 18:31:06,2026-04-17 16:43:36,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
87,SETTLED_PROJECT,创新服务-入驻项目,30,288,428,首都信息科技发展有限公司,社区工作效能提升与数据决策辅助项目,依托全市社会工作数据资源，搭建社会工作垂直领域专属大模型底座，夯实数据治理与智能应用基础。对内打通基层减负、数据分析研判与辅助决策业务闭环，对外构建新兴领域服务、党建引领融合应用闭环，同步预留外网数据向内网安全导入的标准化接口，实现数据合规汇聚、高效流转。全面提升社会工作部门宏观决策科学性与微观服务精准度，面向市、区、街道社区基层工作人员及新就业群体，提供智能办公辅助、精准信息检索、政策智能问答等一体化智能服务，推动社会工作治理数字化、服务精细化、运行高效化。,"1、打造伴随式基层服务智能体，实现智力供给场景化：建成并部署“社会工作AI智能助手”，将大模型的多模态交互与语义理解能力深度融入基层工作流，为社工提供7x24小时伴随式知识支撑。
2、通过数据价值挖掘，实现态势感知前瞻化：通过先进的语义聚类与关联分析算法，将12345热线、随手拍等海量、非结构化的工单文本数据，从静态报表转变为可计算、可预测的生产要素。
3、建立端到端语义高保值的治理闭环，驱动工作模式认知化：结合社区工作特点，构建从“采集”到“分析”再到“输出”的全链路语义高保值治理体系，推动社区工作从依赖个人经验的“经验驱动”向依托集体智慧的“认知驱动”转型。
4. 形成可复用的AI+社会治理标准与规范：专用语料库与知识库：沉淀一套高质量的社会工作领域专用训练语料和向量化知识库，为后续模型迭代和新应用开发提供核心资产。",2026-04-17 10:41:38,2026-06-05 18:31:06,2026-04-17 17:21:37,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
88,SETTLED_PROJECT,创新服务-入驻项目,31,287,330,北京数据先行区服务有限公司,面向消费者权益保护的预付卡商户识别及风险预警,"北京市市场监督管理局需对全市预付卡商户经营风险进行提前识别和预警：
当前北京市大量提供预付卡或预付式消费的商户普遍存在经营风险甚至卷钱“跑路”的情况（比如美发、健身等行业），很大程度上损害了消费者的权益。同时按照殷市长对预付卡商户进行管理的工作要求，市监局需建立及时识别预付卡商户经营或“跑路”风险的长效机制，切实保障消费者合法权益，同时维护合规商户的正常经营与健康发展。
基于此，亟需依托多源数据指标构建对预付卡商户的智能风险评估预警模型，实现市监局自主高效、精准识别预付卡商户，全面提升监管效能与精准度。京数公司承担对该模型的开发及所需数据指标和维度的构建，该模型拟以接口的方式暴露，并开发成前端页面，其中支持市监局（监管侧）输入商户名称对预付卡商户进行风险评估，并输出评测报告，报告中含有风险总评分和各维度评分（可支持批量评估）。
",依托多源数据指标构建对预付卡商户的智能风险评估预警模型，实现市监局自主高效、精准识别预付卡商户，全面提升监管效能与精准度。京数公司承担对该模型的开发及所需数据指标和维度的构建，该模型拟以接口的方式暴露，并开发成前端页面，其中支持市监局（监管侧）输入商户名称对预付卡商户进行风险评估，并输出评测报告，报告中含有风险总评分和各维度评分（可支持批量评估）。市场监督管理局一方面能够对北京市含预付卡业务的商户具有全面的掌握，另一方面可以提前识别商户风险，对风险商户及时进行干预，最大程度的保护消费者权益。,2026-04-17 10:28:06,2026-06-05 18:31:06,2026-04-17 17:18:04,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
