页面URL,页面分类,页面标题,正文片段序号,正文片段总数,正文片段
https://dibj.cn/fzpt/xwzx/ab26ad0f5d87422ea1b966e6c73be427.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 北京市“数据要素×”典型案例之七丨AI赋能基层医疗 肾脏慢病管理迎来“智慧革命”（医疗健康领域） 时间：2026-03-23 AI赋能基层医疗肾脏慢病管理迎来“智慧革命” 申报单位：北京大学第一医院、中关村科学城城市大脑股份有限公司 我国慢性病导致的死亡人数占总死亡比例超过80%，其中慢性肾脏病更是被称为“沉默的杀手”——早期症状隐匿，常与高血压、糖尿病等疾病共存，形成复杂的“共病”局面。基层医疗机构面临着资源不均、能力不足、决策困难的三重挑战，针对这一困境，北京大学第一医院与中关村科学城城市大脑股份有限公司发挥自身优势，打造“医疗数据赋能社区肾脏共病临床诊疗辅助决策”创新方案（以下简称“方案”），并在市区卫健部门及西城区智慧健康研究中心的支持下，于北京市西城社区医疗机构进行试点。方案通过推动数据标准化，筑牢智慧“根基”，将来自该医院的临床数据、各社区医院的电子病历、检验报告等进行标准化治理和知识映射，形成了结构化的高质量医疗数据，并通过系统实现共享，基层医生接诊患者时，系统能自动整合患者碎片化的历史诊疗数据，快速生成“全周期健康档案”，助力三甲医院的医疗智慧“飞入寻常社区中”，直达基层医疗机构。 方案还创新性地打造了三大智能产品，为医生、患者及管理部门提供针对性服务。对于基层医生，“智能诊断助手”如同身边的专家顾问，不仅能提供临床辅助决策，还能展示“可解释推理路径”，让医生在知其然的同时更知其所以然；对于患者，“AI营养师与健康管家”提供了个性化的健康管理方案，根据患者病情自动生成营养处方和食谱，弥补了基层营养师资源不足的短板；对于卫生管理部门，“区域慢病防控智慧大脑”通过对脱敏群体数据的分析，实现了疾病趋势预测、高风险人群精准识别，让慢病管理从“被动治疗”转向“主动预防”。 目前，方案已在北京市西城区、朝阳区及太原市数十家医疗机构落地，成效较为显著：慢性肾脏病诊断率从59%提升至81%，更多患者在早期被发现，赢得了治疗窗口期；有效治疗率从46%提高至61%，延缓肾功能衰退的关键药物使用率显著增长；系统自动生成的“预诊画像”能够高亮显示异常指标和关键风险点，助力医生快速判断诊疗重点，将更多时间留给患者沟通；通过早期干预阻断疾病向尿毒症进展，可有效降低患者终末期治疗负担。
https://dibj.cn/fzpt/xwzx/ab4282aee2aa471ea3f468eec1eff975.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 关于召开2026年“数据要素×”大赛北京分赛动员培训会的通知 时间：2026-07-20 各有关单位： 2026年“数据要素×”大赛北京分赛暨北京数智创新大赛由国家数据局、北京市人民政府指导，北京市政务服务和数据管理局会同相关部门及各区政府联合举办，旨在进一步释放数据要素价值，赋能经济社会发展。 为更好服务广大参赛意向单位报名参赛，帮助各参赛主体准确把握赛事导向与评审标准，做好参赛项目申报准备工作，现组织召开2026年“数据要素×”大赛北京分赛动员培训会。有关事宜通知如下： 一、会议时间 2026年7月23日（周四）14:30 二、会议地点 腾讯会议：302 154 237 三、参会人员 有意向参赛的企业、行政事业单位、科研院所、高校等。 四、会议议程 （一）北京分赛组委会介绍大赛总体情况及赛事安排； （二）服务团介绍支持政策； （三）资深专家分享申报书填写指南； （四）往届获奖单位代表分享参赛心得与填报经验； （五）答疑交流。 请有意向参会的人员请于2026年7月22日17:00前扫描下方二维码填写参会回执。 北京市政务服务和数据资源管理局 2026年7月20日 （联系人：陈海涛；电话：18610141030）
https://dibj.cn/fzpt/xwzx/ae38ee626ec94d4e8cb45cb021db9963.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 北数所数据流通交易创新发展研讨会圆满召开 共绘数据要素市场高质量发展蓝图 时间：2026-02-03 1月28日，由北京国际大数据交易所（以下简称“北数所”）联合数字金融合作论坛举办的“数据流通交易创新发展研讨会”在京成功召开。本次围绕贯彻国家数据要素市场化配置改革战略、支撑北京“数智北京”建设、谋划北数所“十五五”发展蓝图，邀请北数所数据流通交易专家咨询委员会及产学研领域权威专家共同研讨数据流通交易创新路径。第十三届全国政协经济委员会副主任、国务院发展研究中心原副主任刘世锦，第十四届全国政协委员、工业和信息化部原副部长王江平，全国数标委数据基础设施工作组组长张向宏，以及清华大学至善书院院长汤珂、数字金融合作论坛副秘书长石锦建、阿里云智能集团副总裁皮文凯等专家出席会议。会议由北京国资公司党委常委、副总经理郭志国主持。 北京数据集团副总经理、北数所董事长李振军在会上发布《数据流通交易实践探索及发展方向》报告，全面回顾北数所在数据流通交易领域的阶段性实践成果。2021年成立以来，北数所深入贯彻国家数字经济发展战略部署，充分发挥数据流通交易枢纽作用，落实首都打造全球数字经济标杆城市、数据要素综合试验区建设要求，在创新数据“双登记”模式、人工智能高质量数据集流通交易、数据资产化服务、数据跨境流动服务等方面取得显著成效。场内交易规模呈现每年翻一番态势，已发展成为场内交易活跃、服务覆盖全国、规模效应显著的数据交易所，下一步将聚焦重点任务夯实“十五五”规划，明晰创新发展路径。 清华大学汤珂教授以《数据要素市场发展趋势与国际创新模式分析》为题，通过分析国内市场趋势和国际创新模式，结合北京数字经济发展实际，为北数所明确功能定位、把握未来机遇提出针对性建议。 阿里云副总裁皮文凯聚焦《人工智能大模型数据训练技术路线》，结合阿里云与北数所的实践探索，清晰描绘了高质量数据集与AI技术协同发展的技术路线。 在专家研讨环节，与会专家充分肯定了北数所“十四五”期间的探索实践成效，并围绕全国一体化数据市场建设、数据交易所功能定位和AI浪潮下的发展机遇等关键议题展开深入交流。 刘世锦指出，北数所要立足首都资源禀赋，积极推动公共数据和社会数据融合利用与进场交易，保持在数据登记、合规流通交易、跨境服务等领域的先发优势。 王江平建议，应科学谋划数据交易机构的功能定位和业务布局，尤其聚焦人工智能高质量数据集的建设与交易，探索建立可持续商业模式，更好地兼顾社会效益与经济效益。 张向宏提出，应当以智能体、可信数据空间等核心技术的融合应用为支点，依托数据流通基础设施的互联互通，加强与行业级数据流通服务平台企业的协同合作，深化构建数据产业生态。 下一步，北数所将以此次研讨为契机，紧扣国家与北京市战略部署，加快构建全链条数据流通交易服务体系，持续推动数据要素市场化配置改革，努力在服务国家战略、引领行业发展、赋能实体经济中走在前列、作出示范。
https://dibj.cn/fzpt/xwzx/ae9f72a3374e43ff85b845f1ef9d1d37.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 专家解读 | 邬贺铨：发挥数据要素乘数效应，推动我国数字经济健康发展并服务全球 时间：2026-06-02 早在2017年，习近平总书记就指出“数据是新的生产要素，是基础性资源和战略性资源，也是重要生产力。”这一数据要素的理念与实践在全球具有开创性与引领性。在世界数据组织成立大会上习近平主席的贺信再次强调：“当今世界正在加速迈入智能时代，数据的基础资源作用和创新引擎作用日渐显现。”在当今复杂动荡的国际变局中重新将全球注意力拉回以数据为抓手的网络空间命运共同体上。 数据与其他生产要素不同，首先是它的高流动性，流通可以放大数据可重用性的价值。流通必然决定了它的全球性，跨境的数据需要相关方共享共治，但目前全球缺乏数据流通利用共识的技术标准、互认的国际监管规则，也缺乏交流协商和开放服务的国际合作平台，妨碍了数据这一新质生产力作用的发挥。世界数据组织的成立正是众望所归，正如习近平主席贺信中所指出的：“世界数据组织以‘弥合数据鸿沟、释放数据价值、繁荣数字经济’为宗旨，为深化数据国际合作、完善全球数据治理提供了有益平台。” 中国积极开展数据流通利用的实践和制度建设，数字中国的实施激发了数据要素的乘数效应，推动数字经济和实体经济的深度融合、促进国家治理体系和治理能力现代化，做实智慧社会的建设和惠民服务，也为全球提供了数据要素开发利用的中国智慧与中国方案。相信在世界数据组织成立后，中国通过这一平台将进一步为全球数字经济发展注入更强大动力，让数据红利更好造福各国人民。 习近平主席在世界数据组织成立大会上的贺信指明了智能时代全球的着力方向，我们要深刻领会贺信的精神，推动数智技术创新，更好发挥数据的基础资源作用和创新引擎作用，推动我国数字经济健康发展并服务全球。我们要按照丁薛祥副总理在致辞中提出的关于数据特征的“三个把握”的要求，以开放合作促进数据高效流通使用，以普惠共享促进共同发展，以协同治理守住数据安全底线。我国“十五五”数据工作将围绕这三个把握加大创新力度，为世界经济发展和人类福祉做出我们的贡献。 建议重点推进四项工作： 一是推进规则协同，凝聚治理共识。坚持多边主义，搭建对话机制，聚焦金融、医疗、AI制定通用规则指引，厘清数据权责边界，破解数据跨境合规难题。 二是强化安全共治，筑牢信任基石。坚守安全底线，建立跨境数据安全响应机制，开展监管沙盒试点，以隐私计算实现数据可用不可见，切实保护隐私与敏感信息安全。 三是深化普惠赋能，缩小数字鸿沟。实施数字人才培育计划，助力发展中国家建设轻量化数据基础设施，深化数据交流合作，让数据红利惠及更多地区。 四是引领智能创新，规范AI发展。在AI技术发展中，适时出台AI数据合规与算法公平指南，搭建统一标准与合规服务平台，以技术创新赋能数字经济发展。
https://dibj.cn/fzpt/xwzx/af08e5afbdd64006aaa09458f367d3e1.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 专家话两会 | 以价值为导向，化数据要素潜力为数据要素竞争力 时间：2026-03-27 文 | 国家数据发展研究院副院长、研究员姜江 数据作为新型生产要素，具有规模倍增性、高流动性、非消耗性、可融合性、价值异质性和高敏感性等特征。过去一段时间以来，伴随数字技术创新，人工智能浪潮兴起，数字化、网络化、智能化进程加快，大量“沉睡”数据被激活，高质量数据供给量增大，数据要素融入经济社会发展带来了巨大的经济和社会效益，越来越多的经营主体愿意为数据投入、为数据产品服务“买单”，数据要素成为新质生产力培育壮大的重要驱动力。数据要素潜力持续释放，既顺应了数据要素的基本特征和发展规律，也有利于发挥我国海量数据资源的独特优势，更是数据基础制度持续完善、数据产业不断壮大、数据流通交易生态日趋优化的必然结果，将成为新形势下经济潜能挖掘、创新驱动发展、现代化产业体系建设、高质量发展的重要支撑。 一、场景牵引，以制度护航高质量数据供给 数据“供得出”是数据要素价值实现的第一步，确保数据高效、公平、安全供给的制度环境是前提条件。自2022年12月中共中央 国务院发布《关于构建数据基础制度更好发挥数据要素作用的意见》以来，我国数据基础制度“四梁八柱”体系形成，配合后期陆续出台的公共数据开发利用等系列专项文件、政策，基本解决了当前及未来一段时间数据要素市场化价值化进程中亟需破解的制度保障和政策支撑难题。同期，国家数据局会同相关部门深入推进“数据要素×”行动，连续两年举办“数据要素×”大赛，带动全国32个地方超20万人参与，遴选发布130余个“数据要素×”典型案例，编制发布超700个数据开发利用典型场景建设指引，以场景建设持续挖掘公共数据、企业数据“供出来、用起来”的优秀实践，为各地相关部门“吃定心丸”、形成行业共识、提供行动指南，在全社会范围内逐步形成数源部门积极供数、全社会踊跃用数并为优质数据买单的氛围，成为“以新需求引领新供给，以新供给创造新需求”的生动实践。 二、企业主导，以数据产业提升数据要素竞争力 企业是创新主体，是发挥市场配置资源决定性作用的中坚力量，是推动数据要素潜力从释放到爆发的关键要素。从实践看，从事数据采集汇聚、计算存储、流通交易、开发利用等活动的数据企业仍处于孕育生长、蓄势待发的发展初期，表现出高成长、高投入、强场景牵引、数据和知识密集等特征，是数智化浪潮中代表新质生产力的重要经营主体。越来越多的企业家、具有前瞻性战略思维的投资机构看到了数据产业孕育的巨大发展潜力，预判到数据要素价值释放将带来的颠覆性变革和难以估量的经济社会价值，率先投资于“数”、投资于承载数据要素专业知识的人，数据产业呈现快速增长态势。据国家数据发展研究院2025年对重点样本企业最新跟踪和测算结果显示，全国数据企业数量已超过40万家，较上一年增长16%，覆盖数据采汇算存流以及开发利用、安全治理、基础设施建设等各环节，一批具有一定技术优势和专业场景特色、蕴含巨大发展潜力的创新型数据企业快速崛起，具身智能机器人领域短期内就迅速涌现8家估值超过百亿元级的数据企业，生动践行了数据要素潜力转化为数据要素生产力、数据产业竞争力乃至国家竞争新优势的发展理念。 三、各展所长，创新发展数据流通服务机构 顺应数据要素高流动性等基本特征，培育壮大数据流通交易机构能够在当前以“四两拨千斤”的效果撬动数据要素潜力加快释放。2026年初，国家数据局等部门发布《关于培育数据流通服务机构 加快推进数据要素市场化价值化的意见》，直面当前全国一体化数据市场培育发展中的难题和“卡点”，明确了数据交易所（中心）、数据流通服务平台企业、数据商等主要流通服务机构的边界，提出支持其以更创新的方式、更广阔的范围、更多元的角度推动数据流通交易，既为各类机构创新发展指明方向，也为全面释放数据要素价值进一步畅通通道。下一步，相关政策将精准瞄向不同类型的数据流通服务平台企业，提出差异化发展目标，支持探索多样化的数据流通交易模式和产品服务形态，特别是以人工智能为导向的高质量数据集产品；并“硬”“软”结合，既有谋划实施数据流通服务机构能力提升工程以及支持建设运营数据基础设施等“硬”政策，也有尽职免责、创新试错容错等软机制，鼓励平台企业创新发展、大胆探索。 四、供需联动，繁荣数据要素市场生态 培育开放共享安全的全国一体化数据市场，通过打破区域分割和部门壁垒，构建丰富多元的数据资源供给，打造畅通的供需对接渠道，推动提升数据资源配置效率，是顺应数据要素市场化价值化发展规律、激活数据要素潜在价值的必然要求。当前，我国数据市场整体呈现出资源多、速度快、势头好和场景广的良好态势，初步形成了多元主体参与、协同推进的发展格局。据国家数据局2025年5月发布的《全国数据资源调查报告》显示，全国2024年度数据生产总量超过40泽字节（ZB），同比增长25%，预计2025年有望突破50ZB。数据产品类型和供给能力持续提升，数据产业细分领域快速发展，数据标注、数据治理等行业爆发出巨大增长潜力，在推动国民经济向优向新，稳增长、促就业等方面发挥突出作用。从需求侧看，伴随数据开发利用场景不断拓展，各领域特色化应用持续涌现。特别是，在供需联动作用下，产学研、各行业领域数据投入意愿持续提升、数据付费意识逐步加强、数据“买卖”日趋常态，全社会供数买数形态蔚然成风。下一步，要以保障数据市场治理安全为底线，以加大数据供需衔接力度为近期攻坚目标，以持续建立健全数据市场制度规则、强化数据基础设施支撑为近中期目标，以完善全国一体化数据市场规则为中长期目标，坚持不懈繁荣数据要素市场生态。
https://dibj.cn/fzpt/xwzx/af1dbb04599e41169ddcac09e71c1ab0.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 国家数据局专题研究国家数据专家咨询委员意见建议 时间：2026-06-29 6月22日，国家数据局党组书记、局长刘烈宏主持召开专题会，研究国家数据专家咨询委员会2026年全体会议所提意见建议。国家数据局党组成员、副局长陈荣辉、夏冰、余英参加会议。 会议指出，国家数据专家咨询委员会成立以来，深度参与数据领域各项工作，今年全体会议上，委员们围绕数据要素综合试验区、数据治理、数字经济、高质量数据集等提出了一批针对性强、实操性高的意见建议，对于我们锚定堵点难点卡点深化数据要素市场化配置改革，厘清当前面临的问题和困难，谋划好下一步工作很有帮助。 会议要求，深化理论和实践问题研究，将专家意见建议提炼成问题和措施“两张清单”，在政策规划、试点试验、标准规范、重大工程、宣传引导等工作中将国家数据专家咨询委员会的智力转化为解决问题的硬招实招。要坚持目标导向和问题导向，推动有效市场和有为政府更好结合，统筹数据发展和安全，持续完善数据要素市场化配置改革“531”工作体系，推动各项工作取得实效。 会上，各司结合数据要素综合试验区建设、数字经济统筹协调、数据治理与流通、数据基础设施建设、数据领域国际合作等工作，汇报了咨询建议研究采纳情况。 各司负责同志、国家数据发展研究院主要负责同志参加会议。
https://dibj.cn/fzpt/xwzx/afc5f776df724e1f8e4eab55aa3111a9.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 “数据基础设施建设典型案例”正式发布 时间：2025-09-16 8月28日，国家数据局在2025中国国际大数据产业博览会“数据基础设施主题交流活动”上发布“数据基础设施建设典型案例”，并在本次数博会专业展览“国家数据基础设施建设实践展”中展出。 为深入贯彻党中央、国务院关于“建设和运营国家数据基础设施，促进数据共享”的决策部署，落实《国家数据基础设施建设指引》工作部署，总结各行业、各地区在数据基础设施方面的建设运营成效，国家数据局组织征集遴选数据基础设施建设典型案例，经过专家学者书面盲审、企业视频答辩，从251个案例中遴选出56个案例。案例覆盖行业、区域、央企三大类别，包含14个行业标杆、29个地方样本、13个央企实践，涉及医疗、政务、教育、科研、工业互联网、城市治理、交通运输、水利、法治及跨境等多个关键领域，为国家数据基础设施建设提供有益参考。 2025数据基础设施建设典型案例有： 一、14个行业标杆： 1.数算云网：筑牢教育数据流通利用设施底座 2.CoNet协助构建协作式数据基础设施 赋能跨领域科研协作 3.“星火·链网”：赋能构建多行业可信数据空间 4.数字住建：助力住房城乡建设治理能力提升 5.“1+3+N”数据协同 构建三台一体一码船舶行业数据基础设施 6.打造新型商务数据基础设施 构建智慧消费数据枢纽 7.打造五官专科可信数据空间 赋能五官专科智能诊疗 8.构建信用数据密算基座 激活融资增信生态 9.“区块链+隐私保护计算”数据基础设施 促进证券行业+政务数据双向赋能 10.三医联动惠三医 打造医保数据创新应用与治理设施 11.疾控数据元件基础设施实践 重构跨域疫苗接种服务体系 12.建设“四全”媒体可信数据基础设施 助力构建新型媒体运营生态 13.防洪数据基础设施实践 推动智慧水利数据内外双循环 14.区块链+审判：筑牢司法数据基础设施底座 二、29个地方样本： 15.构筑“连算治流用”全功能数据基础设施 赋能区域消费活力提升 16.医疗数据基础设施实践 赋能国际医疗协作与高质量发展 17.数联网+汽车：驱动金融与汽车数据流通新范式 18.数联产聚：面向大宗物流经营的可信数据空间 19.北疆数枢：探索中西部数据基础设施建设新路径 20.数联丰年：农业数据智能基础设施实践 赋能佳木斯农业全产业链发展 21.浦江数链：筑牢中药饮片溯源全链条数据基础设施底座 22.家纺数据基础设施实践 助力家纺数据价值发挥 23.数链温州：构筑多源技术融合赋能新范式 24.双轮驱动：打造合肥可信数据空间技术+制度创新融合“试验场” 25.智慧航空协同发展平台：赋能数据要素价值创新 26.八闽一体 全省贯通：构建全省一体公共数据基础设施底座 27.数联榕城：福州数联网基础设施助力数据要素价值释放 28.南昌“数安通”：支撑“单点”数据流通向“全域”模式演进 29.四维协同打造标准新基建 主动免疫构筑数据流通护城河 30.数汇商都：数据金库助力郑州“数仓、数纽、数港”建设 31.技术可信、规则共守、生态共赢三位一体 建设数据基础设施中部枢纽 32.数智车网通：构建智能网联汽车可信数据流通基础设施 33.数字广州：探索超大城市数据基础设施数据价值释放新范式 34.“桂链”数据基础设施 助力中国—东盟跨境合作 35.汽车数据基础设施实践 探索汽车智算领域数据开放利用新模式 36.摩托车可信数据空间 探索制造业数据流通利用通用范式 37.云边端融合数据基础设施实践 助力四川多场景数据服务 38.贵阳“1+3+5+N”数据流通利用基础设施建设 筑牢区域数据融合应用一体化底座 39.强化隐私牵引 带动区域辐射 构筑大连隐私保护计算数据基础设施 40.宁波市数据基础设施 赋能市区两级数据融合利用 41.厦门数据港：推动公共数据与社会数据融合开发 42.深圳数据基础设施建设 助力湾区协同互联互通 43.深圳政务数据智慧互联：筑牢深圳法治数据价值释放设施底座 三、13个央企实践： 44.法治数据基础设施实践 赋能司法便民数据场景 45.“全岛一体化”数据基座 推进海南数智自贸港建设 46.金融数据流通基础设施实践 助力监管科技能力提升 47.连接数据工厂与数据市场 杭州以可信空间推动数据流通应用 48.联通元景：筑牢数据赋能产学研协同设施底座 49.“反诈数联网” 助力打击治理电信网络诈骗 50.社会治理领域数场建设实践 助力数字社会高质量发展 51.融合通导感算 打造天基网络和空天数据基础设施 52.数据元件互联互通实践 助力跨区域跨行业释放数据价值 53.医药工业数据基础设施实践 助力医药产业全链数据安全流通与高效应用 54.民航低碳安全数据基础设施 助力电子行程单全链路数据协同 55.民航移动出行智能服务数据基础设施 支撑交通强国建设 56.打造粤澳跨域数据新基建 促进跨域数据合规应用 （以上排名不分先后）
https://dibj.cn/fzpt/xwzx/b109747b854d4599803743bcc7f96416.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 数智OPC社区亮相北京城市副中心 时间：2026-04-15 近日，数智北京创新中心·数智OPC社区正式亮相北京城市副中心，面向OPC企业、数字创客、科技小微企业及数智人才团队全面开放，以资金奖励、住房补贴、优质办公空间为核心，搭配市区两级政策支撑与全周期服务，构建全链条护航体系，助力数智领域创新创业者扎根副中心、实现高质量发展。 当前，OPC（一人公司）作为数字经济时代“AI+就业创业”的典型代表，凭借轻资产、低门槛、AI赋能的特点，已成为推动生产方式变革、激活创新创业活力的重要力量，受到国家顶层设计的关注与支持，多地纷纷出台政策推动其发展。此次数智OPC社区的开放，正是北京城市副中心响应数字经济发展号召、落实国务院关于支持副中心高质量发展意见、打造专业人才新高地的具体举措。 据悉，数智OPC社区坐落于北京城市副中心核心区，依托数智北京创新中心优质资源，构建起空间、政策、产业、数据、服务五位一体的创新生态，为入驻主体搭建起高效便捷的发展平台。在空间配套方面，社区规划有OPC专属办公区域及2000平方米可拓展空间，基础办公设施一应俱全，实现“拎包入驻”；同时按需开放公共数据端口、会议室、实验室、路演中心等配套资源，全面满足数智研发、交流展示、项目路演等全场景需求，助力人才抱团创新、高效协同。为破解创业者后顾之忧，社区专门设立一站式服务中心，推出极简入驻、政务代办、金融对接、产业协同、技术支持等全周期创业服务，整合各类资源打通服务壁垒，让创业者能够专注核心业务发展。“我们希望通过全方位的服务保障，让每一位数智创业者都能感受到便捷与温暖，让创新活力充分涌流。”社区相关负责人表示。 尤为值得关注的是，为精准对接OPC领域人才需求，社区配套推出一系列“真金白银”的专项人才政策，严格落实“运河英才计划2.0”相关要求，构建起“安居+乐业+成长”的全周期人才支持体系。 在资金奖励方面，社区聚焦OPC领域青年人才，对入选“青年拔尖人才”的给予25万元人才资金奖励；同时开放人才成长赛道，对经评定实现层次晋升的人才，按政策补足资金奖励差额，充分激发人才创新内生动力。 安居保障方面，社区支持OPC领域青年人才优先纳入“青年后备人才”，兑现“租补双轨”安居政策。其中，申请入住人才公寓的可享受3年阶梯式租金优惠，第一年租金全免；未申请入住人才公寓的，每月可申领1500元至600元的三年阶梯式租房补贴，切实解决人才居住难题。 科研扶持方面，社区将优先推荐OPC领域团队和人才参评优秀科技创新团队和杰出青年科技工作者，通过项目资助方式予以支持，其中优秀科技创新团队支持金额最高可达30万元，杰出青年科技工作者支持金额最高可达20万元，为人才科研创新提供有力支撑。 在公共服务领域，社区支持为OPC领域成立5年内的初创企业人才优先办理《北京市工作居住证》，简化办理流程、压缩办理时限，针对有子女入学、购房、小客车摇号、社保缴纳等迫切需求的人才，可申请加急办理，切实解决人才后顾之忧，让人才“来得了、留得下、发展好”。 作为北京城市副中心数字经济发展的重要载体，数智北京创新中心·数智OPC社区正以最优人才政策、最全服务保障、最好产业生态，诚邀数智领域OPC企业、创客团队、科技小微企业及各类优秀人才齐聚副中心，共享数字经济发展机遇，共筑数智人才高地。
https://dibj.cn/fzpt/xwzx/b253df3e7b78402ba8af5f3dbdd4a7cc.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 北京市行业高质量数据集典型案例丨Galbot零售与家庭多任务高质量数据集 时间：2026-07-17 Galbot零售与家庭多任务高质量数据集 北京银河通用机器人股份有限公司 一、建设路径 本项目采用银河通用首创的“以合成仿真数据为主、真机数据为辅”的虚实融合训练范式，系统性构建覆盖零售与家庭场景的具身智能多模态数据集，支撑百亿参数级基座大模型训练。基于机器人Galbot G1在零售与家庭等行业场景中进行验证，形成从数据到应用的实施路径支撑，方案以构建数据集为基础，以整机产品为载体，以场景验证为方法，以建立协作生态为辅助，系统性地推进工作。 二、总体成效 一是数据集建设方面，计划构建一个总数据量约为3万条的数据集，为确保项目的可持续性及成果的广泛利用，制定了“数据运营-开发者生态-产教融合”的生态运营规划。二是应用场景落地方面，银河通用已率先在机器人值守药店和零售店、柔性装配、迎宾导览、医疗康养等二十大场景中实现数百台机器人规模化落地应用，具备智慧零售、康养医疗等跨场景应用能力，并向着“服务千行百业，千家万户”的愿景不断迈进。三是经济社会效益方面，项目有力推进技术产业化，预期实现相关销售收入≥1亿元，在不少于10个场景、20家合作伙伴处使用Galbot机器人进行验证；项目具备广泛的赋能价值，年均培养超100名具身智能专业人才，项目成果为应对服务业人力短缺、老龄化社会服务等挑战提供了可行的“人工智能+”解决方案。 银河通用多场景验证方案 三、创新亮点 在技术创新方面，本项目首次系统性融合了仿真数据、场景数据与动作数据，并进行了多模态对齐与结构化处理。在方法创新方面，项目采用了Real2Sim2Real的核心技术路线，大幅降低了对昂贵、耗时的真实机器人数据采集的依赖，使机器人系统获得了高效的零样本跨场景泛化与快速部署能力。在模式创新方面，项目形成了“数据构建－模型训练－整机开发－场景验证”的产业化模式。
https://dibj.cn/fzpt/xwzx/b2a1d6261d75444b9d525534372cc7da.html,新闻资讯,新闻资讯 - 数智北京创新中心,1,1,新闻资讯 - 数智北京创新中心 首页 > 新闻资讯 数字经济民营企业座谈会在福州召开 时间：2026-05-07 4月28日，国家发展改革委党组成员，国家数据局党组书记、局长刘烈宏在第九届数字中国建设峰会期间主持召开数字经济民营企业座谈会，与黑湖科技、海智在线、云蝶科技、蚂蚁区块链、十沣科技、达瓦科技、尚跃智能、芯光智影、至期光子等9家数字经济民营企业负责人深入交流，听取近期企业发展情况，分析研判经济发展形势，围绕“十五五”时期推动数字经济高质量发展、强化数据赋能等方面听取意见建议。国家数据局党组成员、副局长夏冰出席会议。 会上，企业负责人结合自身生产经营、技术创新和场景应用等情况，分析本行业本领域数字经济和数据资源开发利用现状和形势，围绕“十五五”时期破解供数用数难题、加快数据要素价值释放、推动数字经济高质量发展等方面提出意见建议。大家普遍认为，数字经济规模不断壮大，已成为开辟经济发展新赛道、培育增长新动能的核心引擎。企业将数据融入生产经营的全过程，运用人工智能等数字技术，加快数据合规流通、采集治理和场景落地，催生数据服务、数据应用等一批新产业、新业态，赋能企业发展。与会企业一致表示，民营企业将在党中央、国务院的坚强领导下，充分发挥企业科技创新主体作用，深耕数据产业、具身智能等赛道，加快释放数据要素潜能，持续拓展数字经济投资新空间，壮大数字经济核心产业，为数字经济高质量发展注入创新活力。 刘烈宏认真听取了每位企业家发言，与大家互动交流，回应企业关切。他表示，民营企业特别是创新型企业是数字经济发展的根基与活力所在，在推动核心技术突破、应用场景创新、价值模式再造中发挥重要作用。希望各企业坚定发展信心，开展数字核心技术攻关，推动企业创新发展，探索数据要素价值释放新路径。他强调，今年是“数据要素价值释放年”，下一步，国家数据局将深入推进数据要素市场化配置改革“5+3+1”工作体系，在数据要素供给、场景开放、产业生态培育等方面协同发力，加快数据要素市场化价值化进程，推动数据更好赋能千行百业，做好“数据要素价值释放”这篇大文章。同时，将持续深化政企常态化沟通交流，充分发挥统筹协调作用，多措并举支持创新型企业加速成长，培育一批数据领域明星企业，推进数字经济高质量发展。 国家发展改革委有关司局同志，国家数据局有关司、国家数据发展研究院和部分地方数据管理部门负责同志参加会议。
