序号,接口表名,数据类别,id,biz_unique_id,scene_name,scene_open_dept,scene_batch,scene_summary,scene_status,scene_innovation_demand,scene_type,contact_user,phone,email,create_time,update_time,data_time,del_status,scene_range,favorited,来源接口
107,SCENE_DEMAND,创新服务-场景需求,146,602,消防救援作战指挥大模型应用场景,北京市消防救援总队,2024智慧城市场景创新批次（第二批）,建立消防救援作战指挥大模型应用场景，运用人工智能、大数据和物联网技术，构建消防行业大模型，推动作战指挥从经验依赖型向数据智能型转变，提升救援作战指挥的科学性、先进性和智能性，提升消防救援的效率和智能化水平，增强消防救援实战能力，保卫人民生命财产安全。,"一、背景情况
大模型应用正在加速各行业的智能化发展，传统消防救援作战在智能化应用层面略显缺乏，制约救援作战指挥的先进性和科学性，需要通过大模型能力赋能消防救援作战指挥，提升消防救援作战的实战能力。
二、拟解决的问题
传统指挥系统不同业务间可能存在数据共享不畅、数据分析不足、无法提供全面数据分析等情况，同时，传统指挥系统多根据现场情况和已有预案生成作战策略，针对突发或不常见问题，更多依赖指挥人员的经验和判断，可能出现灵活性和准确性不足等问题。
三、可提供资源
1.接处警基础数据：包括警情分类、基础设施、119警情数据等。
2.作战物资数据：包括消防车辆及位置、装备、药剂数、参战人员等。
3.消防政策法规数据：包括专业语料、国家政策法规、行业标准文件等。
4.专家经验数据：包括案例事件、专家经验、预案、政务服务等。
5.作战相关数据：包括联勤联动单位、保障单位、企业专职队、微型站、消防站、社会消防救援力量等。","首创消防救援作战大模型。实现数据深度融合分析、快速联动响应和智能辅助决策，提升智能预测和辅助决策能力，增强消防救援实战能力。
1.构建全市首个高质量消防行业数据集。构建语料加视图数据的消防数据集，融合国家政策法规、行业标准、案例事件、专家经验、舆情民意、政务服务、视图等数据，为消防大模型训练提供数据支撑。
2.实现消防救援行业大模型从无到有的突破。基于高质量消防行业数据集生成消防行业大模型，提供通用感知能力，生成智能语音助手，代替人工实现接警和问答，改变传统作战指挥操作方式，提升处置效率。",1,王飞,010-82215085,looeywang@163.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
108,SCENE_DEMAND,创新服务-场景需求,145,603,基于城市感知体系的119接处警融合应用场景,北京市消防救援总队,2024智慧城市场景创新批次（第二批）,建设基于城市感知体系的立体化消防场景，围绕城市消防紧急响应的需求，运用物联网感知、大数据分析和人工智能技术，融合市感知服务平台和城市码平台的数据，建设一套119接处警与市感知体系数据融合的系统，实现对灾情地点的精准定位和灾情周边环境资源信息的掌握，达到从火灾初起到现场救援预警报警的目标，为灭火救援作战提供辅助决策支持，提升现场情况掌控能力和指挥效率，保障人民群众生命财产安全。,"一、背景情况
北京市正在推进城市感知体系和城市码建设，已形成相关的建设规范，本场景旨在进一步推进消防救援数字化进程，在已有的消防救援数字化基础上更好的整合感知体系数据和城市码数据，为119接处警提供更加及时、准确的决策信息，全面提升消防作战效率。
二、拟解决的问题
当前，119接处警系统依靠移动基站定位可以获取灾情发生位置信息，同时通过全市消防物联感知体系可以实现对传统消防设施的远程监控，但在信息获取过程中存在获取手段单一、精准度不高、感知能力弱、误差较大等问题。
三、可提供资源
数据资源：通过119指挥中心已有平台可提供消防基础设施、警情、车辆、人员、物资等基础数据；通过感知平台对接可提供城市影像数据、城市脉搏数据、城市体征数据；通过城市码平台获取城市码数据。","首创基于城市感知体系的消防精准定位技术。实现消防业务数据跨系统、跨部门流转，提高数据动态更新的及时性，提升城市安全管理和应急救援水平。
1.将城市感知体系与119接处警系统融合，实现火情的准确识别。与市感知平台联动并引入城市码，收集周边建筑、设施信息，及时获取灾情数据，制定准确救援方案，提升救援效率，建立一套多数据融合的消防专题数据集，实现火情的准确识别。
2.构建云边端协同的AI+消防场景，实现云边端、软硬件智能感知技术融合。通过算法定义硬件，实现对火情的快速精准定位，提升火灾火情全方位感知防控能力。",1,王飞,010-82215085,looeywang@163.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
109,SCENE_DEMAND,创新服务-场景需求,144,604,智联消防全息管理场景,北京市消防救援总队,2024智慧城市场景创新批次（第二批）,建设智联消防全息管理场景，围绕消防队站信息整合与管理需求，运用物联网、云计算和大数据技术，实现对消防队站各类信息的实时采集与智能处理，达到底层物联、中层数联、顶层智联的数字化队站目标，确保数据实时更新与共享，提升管理的透明度和效率，支持科学决策与精准管理，减少基层工作量，提高整体运营效率和应急响应能力。,"一、背景情况
北京市共有187个‌执勤消防救援站和143个‌小型消防站，指挥人员难以快速了解队站的全面情况，需构建一套一套智联消防全息管理系统，为智能化管理提供支撑。
二、拟解决的问题
针对消防队站日常管理中存在的信息整合需求，以事件为链条，完成消防队站各类信息的实时采集与智能处理、立体展示，完成队站三维建模，创新队站智慧管理终端，实现总队各业务条线全流程管理在基层队站的落实应用。
三、可提供资源
数据资源：消防救援业务日常管理内容、人员档案信息、训练标准、现有信息化系统内部分数据、营区监控图像等。","首创超前感知的消防站智能管理系统。实现对消防队站各类信息的实时采集与智能处理，确保数据实时更新与共享，提升管理的透明度和效率。
1.建立全面互联的消防队站数字生态，实现消防队站各类信息的实时采集与智能处理。创新融合消防队站现有系统及装备数据，连接现有装备和系统，实现数据的实时流动与智能共享。
2.推动多源数据的高效集成与智能分析，确保训练、计划和作战的科学性与有效性。在队站三维模型基础上，整合网络、图像、广播扩音等技术系统以及业务管理数据，构建人、地、物、事四要素画像，使信息流动更加及时，决策支持更为精准，实现底层物联、中层数联、顶层智联。",1,王飞,010-82215085,looeywang@163.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
110,SCENE_DEMAND,创新服务-场景需求,143,605,消防救援侦查建模机器人场景,北京市消防救援总队,2024智慧城市场景创新批次（第二批）,构建消防救援侦查建模机器人场景，围绕消防救援现场侦查需求，运用移动机器人平台超感知、智能伴随、超强AI算力等AI技术，结合红外扫描、视频分析、运动轨迹导航、三维建模及物联网等技术，创新研发消防救援建模侦查机器人，实现日常监管检查与灭火救援现场侦察的目标，为消防决策提供更加全面、准确的数据支撑，提高救援效率和安全性。,"一、背景情况
随着社会经济快速发展，人工智能、物联感知、仿真机器人、大模型等技术迅速普及，针对城市火灾风险、载荷日趋加大的情况，需引入更多的新技术、新理念，为消防救援防灭两条业务主线智能化提供数据支撑和技术支持。
二、拟解决的问题
针对消防部门日常管理工作量大、现场救援危险性高等情况，运用新技术快速采集建筑内部数据，创建实景模型，并用图像视频识别技术检测违规行为，支持非现场执法和灭火救援。在救援现场自动侦察、预警并传输信息，为救援决策提供依据。
三、可提供资源
1.验证试点单位基础数据：包括CAD图纸等。
2.接处警基础数据：包括警情分类、基础设施、119警情数据等；作战物资数据：包括消防车辆及位置、装备、药剂数、参战人员等。
3.作战相关数据：包括联勤联动单位、保障单位、企业专职队、微型站、消防站、社会消防救援力量等。","首创消防救援专用的平战结合机器人。实现对火灾现场复杂对象、坍塌建筑和救援障碍物的精准识别，为救援决策提供科学依据，提升救援行动的效率和安全性。
1.构建消防数字孪生建模系统，为消防部门日常管理提供数据支撑。结合红外扫描、视频分析、三维建模等技术，创新融合多源数据，实现日常监管伴随采集建模，提升日常监管效率。
2.打造适用于消防救援快速侦察机器人，满足灭火救援实战需求。运用移动机器人平台超感知、智能伴随等技术基础，为救援决策提供实时精准信息，实现复杂环境下的自动侦察、高温与危险预警、图像视频传输采集与综合建模，降低人员风险，提高救援精准度。",2,王飞,010-82215085,looeywang@163.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
111,SCENE_DEMAND,创新服务-场景需求,142,606,消防救援全景指挥场景,北京市消防救援总队,2024智慧城市场景创新批次（第二批）,构建消防救援全景指挥场景，围绕消防救援全流程数字化指挥需求，运用大数据、三维建模、人工智能等技术，对灾害现场进行全景孪生重构，打造多维度数据模型，实现救援现场多源异构数据融合与多级指挥数据分级管理，提升救援现场调度指挥、过程回溯、案情分析及安全保障能力，提升消防救援决策能力和指挥准确性。,"一、背景情况
随着科技的快速进步，对消防救援工作提出了更高要求，为提升消防救援工作的智能化水平，需引入人工智能、物联感知等新技术，通过提供精准的数据支撑和强大的技术支持，实现各级指挥员对灭火救援现场的单向透明化掌握，有效提升决策指挥的信息化水平。
二、拟解决的问题
消防救援面临数据种类繁多、数字化指挥基础薄弱及多级指挥系统分散等挑战，为提升救援效率与准确性，需构建全景智慧场景，运用大数据、三维建模、人工智能等技术，实现灾害现场全景孪生重构与多级指挥数据分级管理，为救援指挥提供全面数字化支撑。
三、可提供资源
1.数据资源：119智能接处警系统、试点单位消防救援车辆、人员等相关数据。","首创消防救援多级指挥系统。实现各级指挥员对灭火救援现场的单向透明化掌握以及对随车装备的实时数据掌控，提升决策指挥信息化水平。
1.构建消防救援全景指挥场景，提升消防救援决策能力和指挥准确性。基于现场多维感知数据，实现对多源异构数据的融合汇聚，建立多级数字化指挥平台，实现数据分级管理，提升救援现场调度指挥、过程回溯、案情分析及安全保障能力。
2.首次研发消防车辆专用在位监测硬件系统，提升救援资源的调配效率和安全性。采用无线化、无感化采集技术，创新实现对随车装备的实时数据掌控，解决救援车辆种类型号众多、结构复杂多样导致的现场救援资源难以实时动态掌握的问题。",2,王飞,010-82215085,looeywang@163.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
112,SCENE_DEMAND,创新服务-场景需求,141,607,城市路口数字孪生综合治理场景,通州区交通委,2024智慧城市场景创新批次（第二批）,构建城市路口数字孪生综合治理场景，围绕重点路口交通压力大等现状，运用数字孪生、交通模拟仿真与预测等技术，整合实时OD数据、渠化方案、信控数据、标志标线等信息，打造重点路口智慧化组件调配综合治理系统，通过路口交通设施组件的线上调配与通行仿真模拟，形成最优调配方案，提升重点路口交通治理能力，提高通行效率，降低出行风险，提升市民出行体验。,"一、背景情况
副中心范围400多个重点路口是连接道路通行的重要节点，也是人流、车流的聚合通行点，路口的交通情况复杂，路口通行效率、秩序亟需提升改善，需搭建路口治理组件调配与仿真推演平台，提升重点路口交通治理水平。
二、拟解决的问题
优化交通管理流程，为交通管理决策提供数据和技术支撑，提升重点路口的通行能力，提高路口通行效率，改善通州区核心路口的交通状况。
三、可提供资源
1.数据资源：市区两级基础数据、感知数据、空间数据、业务数据、运营商DPI数据等。
2.技术环境资源：开发及保证项目正常运行的政务外网云资源。
3.其他资源：交通领域相关指标体系解读指导、事件预案等相关指导资源。","首创基于平台组件调配的城市路口交通仿真推演解决方案。实现重点路口交通组织的线上调配及调配方案的仿真推演，提升交通治理能力。
1.运用数字孪生与交通模拟仿真技术，为交通运行调控提供精准的模型基础。创新融合实时OD数据、渠化方案、信控数据、标志标线等多源数据，实现对重点路口交通的深入分析与预测。
2.运用模块化设计理念，实现对重点路口交通组织对象的快速调整。通过交通大模型技术、一体化平台调配工具，融合路口交通体系数据，进行路口交通设施组件的线上调配与通行仿真模拟，实现场景与仿真模型的数据联动。",2,贾斐,010-81562992,jtzhswzx@bjtzh.gov.cn,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
113,SCENE_DEMAND,创新服务-场景需求,140,608,一站式AI餐饮监管场景,通州区市场监管局,2024智慧城市场景创新批次（第二批）,构建一站式AI餐饮监管场景，围绕食品安全监管需求，应用物联网、云计算、远程监控、AI监管执法技术，建设政府统一监管的AI智慧阳光餐饮平台，实现对餐饮后厨操作的透明化、可视化远程监管和执法，提升监管效能，提高食品安全管理水平，推动餐饮业高质量发展。,"一、背景情况
随着人们对食品安全问题日益关注，提升食品安全监管水平已成必然趋势，需要运用新技术实现对监管对象的远程监管和执法。
二、拟解决的问题
传统的食品安全监管效率低下且难以全面覆盖等问题，通过高清摄像头、传感器等设备，对学校食堂、中央厨房等重点场所的食品生产、加工的全流程监控和智能识别，实时查看食品的制作过程，提高食品安全的透明度。
三、可提供资源
数据资源：学校食堂、中央厨房、交易市场中的食品加工、生产等数据。","首创一站式AI餐饮监管解决方案。运用物联网、AI技术，提升非现场执法能力。
1.运用远程监控技术和AI监管执法技术，实现对餐饮后厨操作的透明化、可视化远程监管和执法。通过智能识别系统，创新融合高清摄像头、传感器等设备数据，实时监测后厨人员规范穿戴、鼠患、违规清洗消毒等异常活动，自动上报预警信息，形成闭环管理，提升监管效能。
2.通过AI智能抓取违法违规线索，实现监管靶向定位与预警提示。创新升级明厨亮灶的实时监控，构建电子化可追溯场景应用，提升食品安全监管水平，减少现场检查频次，降低对市场主体的扰动。",2,王伟,010-69542545,bjtzcyjg@126.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
114,SCENE_DEMAND,创新服务-场景需求,139,609,AI大气污染精准溯源与快速处理场景,通州区生态环境局,2024智慧城市场景创新批次（第二批）,构建AI大气污染精准溯源与快速处理场景，围绕大气污染管控需求，运用视频AI技术，以现有环境空气质量监测站为基础，挖掘和配置周边高点视频监控资源，搭建“污染因子监控+关联污染源分析+视频AI识别+网格员处理”的大气污染精细化管控平台，实现对大气污染行为的快速发现、识别和管控，提升环境监管能效，减少治理成本，改善环境空气质量。,"一、背景情况
2013年以来，通过大气污染防治攻坚，通州区环境空气质量改善明显。但“十四五”期间，空气质量改善进入瓶颈期，主要是精细化管控手段不足。该场景通过周边视频AI快速识别污染源，有效降低污染行为产生的影响。
二、拟解决的问题
通州区环境空气质量监测网络较为完善，能有效监测大气污染的发生，但由于污染行为的分散性、偶发性和复杂性，现有的人力和监测手段无法支撑污染行为发生后快速识别污染源并处理。
三、可提供资源
数据资源：监测站大气污染历史数据等。","首创大气污染精准溯源视频AI应用。实现大气污染行为快速发现、识别和管控，减少环境治理成本。
1.运用视频AI技术，实现对大气污染行为的快速发现与精准溯源。创新融合环境空气质量监测站数据与高点视频监控资源，提升污染源识别的时效性、精确度和分辨率。
2.创建大气污染快速处理协同机制，实现污染事件的快速处置。依托污染因子与污染源关联画像，建立高效协同的视频AI识别与网格员处理流程，提升环境监管能效，减少治理成本。",2,刘熠秋,010-60552403,sthjjxxzx@bjtzh.gov.cn,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
115,SCENE_DEMAND,创新服务-场景需求,138,610,再生水泵房智慧监管场景,通州区水务局,2024智慧城市场景创新批次（第二批）,建设再生水泵房智慧监管场景，针对现有泵房存在的监测手段落后、安全隐患发现不及时等问题，运用图像识别、AI视频分析及大数据技术，建设基于人工智能再生水泵房安全管理系统，实现实时监测与预警效果，并针对不同的问题进行预警、提供应急预案，减少事故发生频率，降低财产和经济损失。,"一、背景情况
再生水泵房作为再生水系统的水源，是再生水系统的重要组成部分。拟依托已有的视频监控系统，结合新一代互联网技术，建设再生水泵房安全管理系统，通过系统检测人员是否非法入侵、是否佩戴安全帽、是否违规操作等，通过系统判断泵房内是否存在跑冒滴漏等现象。
二、拟解决的问题
于家务再生水泵站，位于通州副中心偏远地带，其配套的视频监控系统仅实现了画面的实时监控，在运维过程中由于缺少预警报警机制，存在遇到突发事件无法快速发现、快速响应等问题。
三、可提供资源
数据资源：再生水泵房运维数据等。","首创基于AI视觉识别技术的再生水泵房全景监管应用。提高再生水泵房的安全水平。
1.运用图像识别、AI视频分析及大数据技术，提升水泵房运维过程中人员与设备安全指数。创新融合水泵房运维监控数据，实现实时监测与预警效果，降低事故频率及经济损失。
2.基于人工智能的再生水泵房安全管理系统，整合多源数据，形成预警体系。实现快速响应，提供应急预案，提升安全问题预警时效性与准确性，减少人员成本，提高安全保障水平。",2,王彩霞,010-61521162,zhongxin000@126.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
116,SCENE_DEMAND,创新服务-场景需求,137,611,文旅数据可信流通场景,通州区经济和信息化局、通州区文化和旅游局,2024智慧城市场景创新批次（第二批）,建设文旅数据可信流通场景，针对文旅行业数据获取难、流通不畅、应用范围窄等现状，运用大数据、人工智能、区块链等技术，搭建文旅数据专区平台，为文旅数据产品及数据服务的发布和交易提供能力保障和技术支撑，推动文旅数据高效流通，提升服务响应速度及用户体验，加速文旅产业的数字化转型发展。,"一、背景情况
随着文旅数据专区建设的稳步推进，文旅数据、场景、服务等需要统一的平台来承载和汇聚，形成应用场景、数据产品等有效组合，面向政府机构、企事业单位、个人用户等主体“对外赋能”，提供优质的文旅服务。
二、拟解决的问题
构建文旅数据专区平台为文旅数据产品及数据服务的发布和交易提供能力保障和技术支撑，推动文旅数据产品，助力文旅行业数字化转型。
三、可提供资源
数据资源：公共文旅数据资源；
企业掌握的文旅数据资源，包括结构化数据、文本数据、图片数据、视频数据等。","首创文旅数据可信流通交易平台。运用大数据、区块链等技术，实现文旅数据高效流通，加速文旅产业数字化转型。
1.运用大数据技术，实现文旅数据高效流通。创新融合文旅行业多源数据，提升文旅产业数字化转型速度，实现文旅服务快速响应及用户体验创新，降低数据获取难度与时间成本。
2.运用区块链技术，保障数据交易和流通的安全性。构建文旅数据专区平台，为文旅数据产品及数据服务的发布和交易提供能力保障和技术支撑。",3,崔祥慧,18600646337,,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
117,SCENE_DEMAND,创新服务-场景需求,136,612,AI文旅动态监测场景,通州区文景街道,2024智慧城市场景创新批次（第二批）,建设AI文旅动态监测场景，围绕文旅产业集聚区的数字化转型需求，融合大模型、AI视频分析、前端感知设备等，集成分析交通部门、城管执法、接诉即办、民生保障等跨部门多源数据，构建高效智能的文旅区综合指挥平台，实现文旅信息动态可视化数字表达，对辖区动态进行监测预警，减少人力成本投入，缩短应急响应时间，提高园区管理效率，推动文旅产业高质量发展。,"一、背景情况
聚焦文旅产业集聚区在大人流、大车流环境下的公共安全需求，依托文旅区管廊监控中心，通过前端感知设备进行数据汇聚、智能分析，搭建文旅区综合指挥平台，为文旅产业发展提供数据支撑。
二、拟解决的问题
运用大模型、AI技术，解决文景街道辖区内环球影城、湾里、顶点公园、海昌海洋公园等多个商业体可能带来的交通拥堵、公共安全等问题。
三、可提供资源
数据资源：辖区重点人员、车辆轨迹及突发情况等相关数据。","首创大客流景区AI文旅动态监测解决方案。实现对辖区文旅动态的可视化数字表达，提升文旅产业智能化发展水平。
1.将大模型与AI视频智能分析技术结合，实现文旅精细化管理。收集分析多维度数据，生成可视化数据表达和分析文档、评价报告，为文旅产业发展提供智能决策支持，提升管理效率。
2.整合文旅产业集聚区人流量、环境质量等多元数据，提升景区应急响应速度和游客体验。通过对数据进行采集、汇聚、分析、回传，实时监测辖区重点人员、车辆轨迹及影响辖区安全的突发情况，及时警报，快速处置，优化业务处理流程，降低人力成本支出，提高辖区治理效能。",3,杨威,010-80579230,wenjingcsgl@126.com,2026-06-22 18:21:57,2026-06-22 18:21:57,2024-12-06 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
118,SCENE_DEMAND,创新服务-场景需求,96,544,大模型赋能接诉即办数智化提升场景,北京市政务服务和数据管理局,智慧城市场景创新批次2024第一批,建立大模型赋能接诉即办数智化提升场景，围绕群众对于12345热线准确识别问题、及时提供服务的需求，通过大模型对政务领域的数据进行专项训练，构建接诉即办大模型，发挥12345热线海量数据价值，实现基于历史工单的智能分析，为市民提供更加智能、高效的诉求解决途径，支撑12345市民服务热线高质量发展。,"一、背景情况
北京市市民热线服务中心于2019年建设北京市12345市民热线服务平台，积累市民反映事件约1.4亿件，支撑热线业务一号受理、分级响应、快速直派、协同办理、逐一回访、提级督办、统一考评、科学分析，形成群众诉求“全周期管理”。数字化转型既是12345市民服务热线高质量发展的内在需求，也为接诉即办提供强大的技术支撑。
二、场景解决的问题
大模型技术不断发展，为12345热线工单派发提供了新的解决方案，可准确地识别、分类和处理各种诉求，有效提升工单派发精准度，优化服务资源分配。
三、可提供资源
数据资源：北京市累积的12345市民反映数据及工单处理记录。","1.发挥12345热线海量数据价值，实现基于历史工单的智能分析。构建接诉即办智能服务，优化处理流程，为市民提供更加智能、高效的诉求解决途径；
2.形成一套接诉即办大模型解决方案。集成信息提取、信息融合和智能分析等功能，显著提升12345市民服务热线的处理能力和市民体验，具备在全市、全国推广的价值。",1,张起闻,010-65272376,zhangqiwen@zwfwj.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2024-08-09 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
119,SCENE_DEMAND,创新服务-场景需求,95,545,大模型一站式调度场景,北京市政务服务和数据管理局,智慧城市场景创新批次2024第一批,建设大模型一站式调度场景，针对跨业务咨询中大模型间协作与调用的需求，利用大模型Agent的智能调度能力，构建业务系统API统一纳管平台，精准调配不同部门的知识库、业务系统API，统一提供对外服务，实现单一入口对接多个业务领域的咨询服务，为用户提供精准和个性化的咨询服务，提高政务服务满意度。,"一、背景情况
构建基于大模型Agent的智能调度平台，整合各部门业务系统API，实现一站式响应复杂业务需求，提升政务处理的连贯性、便捷性和个性化服务水平，推动政务智能化升级。
二、场景解决的问题
随着大模型场景增加，不同业务间的关联关系未能建立，跨业务咨询及业务系统的按需调用尚未实现，无法满足用户对于复杂业务需求的一站式响应，需通过大模型技术将各类业务一站式调度，提升服务体验。
三、可提供资源
经过与各大模型厂商的多次调研，咨询类场景结合厂商自有的“AI工具”均已实现按需调用，在政务咨询场景及按需调用第三方工具尚未实践。","1.构建统一API统管平台，实现大模型技术在政务领域的创新应用。利用大模型Agent的智能调度能力，构建业务系统API统一纳管平台，不仅限于信息检索或基础问答，而是深入到业务流程和服务调度中，为政务智能化升级提供新思路；
2.首次在政务领域引入了基于业务属性驱动的智能调度模型。实现从用户咨询到业务系统调用的全链条自动化处理，提高服务响应速度和准确性。",1,赵珣阳,019-55529611,zhaoxunyang@jxj.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2024-08-09 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
120,SCENE_DEMAND,创新服务-场景需求,94,546,人工智能大模型监管沙盒在数据合规训练下的应用场景,北京市大数据中心,智慧城市场景创新批次2024第一批,建设人工智能大模型监管沙盒在数据合规训练下的应用场景，针对公共数据、政务数据大模型训练全生命周期中产生的安全性、合规性问题，以及大模型训成后模型的安全性问题，通过构建综合监管沙盒技术支撑体系，实现数据分级分类、敏感数据筛查管理、模型训练安全合规、训练过程透明等功能，确保数据的安全保管和合规利用。,"一、背景情况
公共数据、政务数据权属复杂、类型不同、要求各异，人工进行分析与处理存在耗时长且易出错等弊端，人工智能监管沙盒合规创新机制将赋能公共数据、政务数据等大模型企业相关业务场景，通过设立限制性条件和制定风险管控措施，将公共数据、政务数据在监管沙盒可信空间进行深度测试，充分模拟各种真实公共数据、政务数据使用场景，降低风险外溢。
二、场景解决的问题
在大模型训练过程中将使用大量真实的公共数据、政务数据作为语料，需要运用人工智能大模型监管沙盒机制通过各种技术手段，解决公共数据、政务数据中的敏感信息、隐私数据等各类数据的安全保护及合规使用，并预防大模型生成的内容造成原有数据泄露、侵犯他人知识产权等问题的产生。
三、可提供资源
1.数据资源：市属各政府机构在办公中所产生的公共数据、政务数据，及数据合法性来源证明、数据目录等信息；
2. 技术环境资源：依托北京人工智能数据训练基地提供的监管沙盒软硬件环境及监管沙盒运营管理机制，监督数据提供方与模型训练方在合规安全的环境下进行公共数据、政务数据大模型训练。","1.沙盒环境创新。通过设立限制性条件和制定风险管控措施，允许创新产品、技术、服务或商业模式在监管沙盒可信空间进行深度测试，减少创新理念进入市场的时间与潜在成本。对数据加工、模型训练和优化等全流程构建多层级监控体系，充分模拟各种真实公共数据、政务数据使用场景、数据分级分类加工、训练及验证场景等，降低风险外溢。
2.知识产权保护创新。通过公共数据，政务数据相关大模型企业与沙盒安全环境的结合应用，保障大模型的数据来源及模型生成的内容不存在侵犯知识产权及数据泄露的风险。",1,吴学军,010-55529790,wuxj@jxj.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2024-08-09 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
121,SCENE_DEMAND,创新服务-场景需求,93,547,基于多信源大模型基座的智慧政务办公场景,东城区,智慧城市场景创新批次2024第一批,建立智慧政务办公场景，运用多信源大模型基座、知识图谱、RPA及元宇宙数字人等技术，构建智慧政务服务与办公一体化平台，支持服务事项远程办理，打通从公众办事到政府服务的直连通道，快速完成各类政务事项的推进和办理。,"一、背景情况
传统的政务服务及办公模式已经无法满足高效、便捷、智能的服务要求。为提升政务服务质量，提高办公效率，降低行政成本，实现政府治理能力的现代化，建设更加智慧、更加协同的政务服务与办公一体化平台的需求应运而生。
二、场景解决的问题
为进一步提升政务服务质量，提高办公效率，降低行政成本，需通过技术手段优化政务办理流程、公文处理效率，提升整体服务效能。
三、可提供资源
数据资源：相关政务事项的业务流程、文件等数据资源。","1.应用多信源大模型基座及元宇宙数字人等技术，实现政务服务的无人值守和智能交互。构建智慧政务服务与办公一体化平台，显著提升政务服务的智能化水平；
2.采用大模型基座和知识图谱技术，整合多源政务数据。构建政务服务知识库，实现信息的快速检索与智能生成，为公众提供精准、高效的政务服务，优化政府内部办公流程；
3.形成一套可复制、可推广的智慧政务办公解决方案。运用大模型、RPA机器人流程自动化技术，实现政务服务事项的远程办理，减少群众跑腿次数，政务服务事项办理时间平均降低30%，提升公众满意度，有效推动政府治理能力的现代化。",1,张洁,010-51271173,zhangjie@bjdch.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2024-08-09 23:59:59,0,3,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
