序号,接口表名,数据类别,id,biz_unique_id,data_code,data_name,dept_name,service_type,is_shared,is_open,sample_data_json,sample_data_keyword,data_url,create_time,update_time,data_time,del_status,valid_status,visit_count,domain_name,domain_type,organation_name,data_subject,favorited,来源接口
6584,GOV_DATA,数字资源-政府侧数据,4076,AN-AG-AC-AK,AN-AG-AC-AK,竣工验收单体信息（规自委专用）,北京市住房和城乡建设委员会,DATA,有条件共享,否,"[{""是否有效"":""是"",""修改时间"":""2025-03-16 09:30:00"",""地下层数"":""12"",""地上层数"":""12"",""地下规模单位"":""12500.00平方米"",""地下规模"":""12500.00平方米"",""地上规模单位"":""12500.00平方米"",""地上规模"":""12500.00平方米"",""规模单位"":""12500.00平方米"",""单体规模"":""12500.00平方米"",""单体名称"":""1号住宅楼"",""备案编号"":""京住建〔2025〕121号"",""工程编码"":""BM-01-3863"",""单体编码"":""BM-01-4170""},{""是否有效"":""否"",""修改时间"":""2025-04-04 11:30:00"",""地下层数"":""16"",""地上层数"":""16"",""地下规模单位"":""14000.00平方米"",""地下规模"":""14000.00平方米"",""地上规模单位"":""14000.00平方米"",""地上规模"":""14000.00平方米"",""规模单位"":""14000.00平方米"",""单体规模"":""14000.00平方米"",""单体名称"":""2号住宅楼"",""备案编号"":""京住建〔2025〕122号"",""工程编码"":""BM-02-3863"",""单体编码"":""BM-02-4170""}]",是。修改时间。地下层数。地上层数。12500.00平方米。12500.00平方米。12500.00平方米。12500.00平方米。12500.00平方米。12500.00平方米。1号住宅楼。京住建〔2025〕121号。BM-01-3863。BM-01-4170；否。修改时间。地下层数。地上层数。14000.00平方米。14000.00平方米。14000.00平方米。14000.00平方米。14000.00平方米。14000.00平方米。2号住宅楼。京住建〔2025〕122号。BM-02-3863。BM-02-4170,,2026-06-05 18:33:48,2026-07-08 11:28:27,2020-01-17 18:13:51,0,0,0,城建住房,城市运行类,工程质量管理处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6585,GOV_DATA,数字资源-政府侧数据,4075,AN-AB-AA-AA,AN-AB-AA-AA,指导和协调区县房地产开发主管部门文件,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""发布时间"":""2025-03-16 09:30:00"",""文件名称"":""北京市指导和协调区县房地产开发主管部门文件2025年度文件""},{""发布时间"":""2025-04-04 11:30:00"",""文件名称"":""北京市指导和协调区县房地产开发主管部门文件2026年度文件""}]",发布时间。北京市指导和协调区县房地产开发主管部门文件2025年度文件；发布时间。北京市指导和协调区县房地产开发主管部门文件2026年度文件,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,房地产开发管理处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6586,GOV_DATA,数字资源-政府侧数据,4074,AN-AB-AE-AA,AN-AB-AE-AA,房地产业发展规划文件,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""发布时间"":""2025-03-16 09:30:00"",""文件名称"":""北京市房地产业发展规划文件2025年度文件""},{""发布时间"":""2025-04-04 11:30:00"",""文件名称"":""北京市房地产业发展规划文件2026年度文件""}]",发布时间。北京市房地产业发展规划文件2025年度文件；发布时间。北京市房地产业发展规划文件2026年度文件,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,房地产开发管理处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6587,GOV_DATA,数字资源-政府侧数据,4073,AN-AE-AA-AT,AN-AE-AA-AT,各区存量房网上签约统计,北京市住房和城乡建设委员会,DATA,无条件共享,是,"[{""区县"":""东城区"",""月份"":""2025-03"",""存量房网签面积（万平米）"":""12500.00平方米"",""存量房网签套数（套）"":""128""},{""区县"":""西城区"",""月份"":""2025-04"",""存量房网签面积（万平米）"":""14000.00平方米"",""存量房网签套数（套）"":""164""}]",东城区。2025-03。12500.00平方米。存量房网签套数（套）；西城区。2025-04。14000.00平方米。存量房网签套数（套）,http://data.beijing.gov.cn/zyml/ajg/szfcxjsw/df852662f5b143439048a6aa67e09cd2.htm,2026-06-05 18:33:48,2026-07-08 11:28:27,2012-01-01 00:00:00,0,0,0,政务管理,政务核心类,房屋市场管理处,区域类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6588,GOV_DATA,数字资源-政府侧数据,4072,AN-AF-AD-AL,AN-AF-AD-AL,建设工程施工许可证信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""建设单位统一社会信用代码"":""91110101MA012750X0"",""施工许可证号"":""11011202503401"",""发证机关"":""北京市住房和城乡建设委员会"",""发证日期"":""2025-03-16"",""工程规模"":""12500.00平方米"",""工程名称"":""海淀区清河安置房项目"",""建设单位"":""北京城建集团有限责任公司""},{""建设单位统一社会信用代码"":""91110102MA012751X1"",""施工许可证号"":""11012202503402"",""发证机关"":""北京市住房和城乡建设委员会"",""发证日期"":""2025-04-14"",""工程规模"":""14000.00平方米"",""工程名称"":""朝阳区东坝共有产权住房项目"",""建设单位"":""北京市住宅产业化集团股份有限公司""}]",91110101MA012750X0。施工许可证号。北京市住房和城乡建设委员会。发证日期。12500.00平方米。海淀区清河安置房项目。北京城建集团有限责任公司；91110102MA012751X1。施工许可证号。北京市住房和城乡建设委员会。发证日期。14000.00平方米。朝阳区东坝共有产权住房项目。北京市住宅产业化集团股份有限公司,,2026-06-05 18:33:48,2026-07-08 11:28:27,2018-03-01 00:00:00,0,0,0,城建住房,城市运行类,工程建设管理处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6589,GOV_DATA,数字资源-政府侧数据,4071,AN-AJ-AA-AA,AN-AJ-AA-AA,超低能耗建筑信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""建筑基本信息"":""超低能耗建筑信息模拟值1"",""参建单位名称"":""北京城建集团有限责任公司"",""产权人"":""张伟"",""所属区县"":""东城区"",""建筑地址"":""北京市东城区建国门街道示范路19号"",""公共建筑能耗信息"":""超低能耗建筑信息模拟值1"",""设计单位"":""北京城建集团有限责任公司"",""监理单位"":""北京城建集团有限责任公司"",""施工单位"":""北京城建集团有限责任公司"",""建设单位"":""北京城建集团有限责任公司"",""规模"":""12500.00平方米"",""施工许可证号"":""11011202503401"",""建筑名称"":""海淀区清河安置房项目""},{""建筑基本信息"":""超低能耗建筑信息模拟值2"",""参建单位名称"":""北京市住宅产业化集团股份有限公司"",""产权人"":""王芳"",""所属区县"":""西城区"",""建筑地址"":""北京市西城区金融街街道示范路20号"",""公共建筑能耗信息"":""超低能耗建筑信息模拟值2"",""设计单位"":""北京市住宅产业化集团股份有限公司"",""监理单位"":""北京市住宅产业化集团股份有限公司"",""施工单位"":""北京市住宅产业化集团股份有限公司"",""建设单位"":""北京市住宅产业化集团股份有限公司"",""规模"":""14000.00平方米"",""施工许可证号"":""11012202503402"",""建筑名称"":""朝阳区东坝共有产权住房项目""}]",超低能耗建筑信息模拟值1。北京城建集团有限责任公司。张伟。东城区。北京市东城区建国门街道示范路19号。超低能耗建筑信息模拟值1。北京城建集团有限责任公司。北京城建集团有限责任公司。北京城建集团有限责任公司。北京城建集团有限责任公司。12500.00平方米。施工许可证号。海淀区清河安置房项目；超低能耗建筑信息模拟值2。北京市住宅产业化集团股份有限公司。王芳。西城区。北京市西城区金融街街道示范路20号。超低能耗建筑信息模拟值2。北京市住宅产业化集团股份有限公司。北京市住宅产业化集团股份有限公司。北京市住宅产业化集团股份有限公司。北京市住宅产业化集团股份有限公司。14000.00平方米。施工许可证号。朝阳区东坝共有产权住房项目,,2026-06-05 18:33:48,2026-07-08 11:28:27,2016-06-01 00:00:00,0,0,0,城建住房,城市运行类,建筑节能与建筑材料管理处,"法人类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6590,GOV_DATA,数字资源-政府侧数据,4070,AN-AH-AC-AA,AN-AH-AC-AA,房地产业等行业的市级五年发展规划,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""发布时间"":""2025-03-16 09:30:00"",""文件名称"":""北京市房地产业等行业的市级五年发展规划2025年度文件""},{""发布时间"":""2025-04-04 11:30:00"",""文件名称"":""北京市房地产业等行业的市级五年发展规划2026年度文件""}]",发布时间。北京市房地产业等行业的市级五年发展规划2025年度文件；发布时间。北京市房地产业等行业的市级五年发展规划2026年度文件,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,规划处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6591,GOV_DATA,数字资源-政府侧数据,4069,AN-AK-AJ-AA,AN-AK-AJ-AA,咨询企业及人员信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""更新时间"":""2025-03-16 09:30:00"",""创建日期"":""2025-03-16 09:30:00"",""统一社会信用代码"":""91110101MA012750X0"",""省(直辖市)"":""北京市"",""企业性质"":""房屋建筑工程"",""企业名称"":""北京城建集团有限责任公司""},{""更新时间"":""2025-04-04 11:30:00"",""创建日期"":""2025-04-04 11:30:00"",""统一社会信用代码"":""91110102MA012751X1"",""省(直辖市)"":""北京市"",""企业性质"":""市政基础设施工程"",""企业名称"":""北京市住宅产业化集团股份有限公司""}]",更新时间。创建日期。91110101MA012750X0。北京市。房屋建筑工程。北京城建集团有限责任公司；更新时间。创建日期。91110102MA012751X1。北京市。市政基础设施工程。北京市住宅产业化集团股份有限公司,,2026-06-05 18:33:48,2026-07-08 11:28:27,2021-07-01 00:00:00,0,0,0,机构团体,政务核心类,建筑市场管理处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6592,GOV_DATA,数字资源-政府侧数据,4068,AN-AM-AE-AA,AN-AM-AE-AA,会议纪要、专家意见,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""发文时间"":""2025-03-16 09:30:00"",""文件名称"":""北京市会议纪要、专家意见2025年度文件""},{""发文时间"":""2025-04-04 11:30:00"",""文件名称"":""北京市会议纪要、专家意见2026年度文件""}]",发文时间。北京市会议纪要、专家意见2025年度文件；发文时间。北京市会议纪要、专家意见2026年度文件,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,科技与村镇建设处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6593,GOV_DATA,数字资源-政府侧数据,4067,AN-BE-AC-AA,AN-BE-AC-AA,住房保障事业中长期发展规划,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""编制时间"":""2025-03-16 09:30:00"",""规划名称"":""北京市住房保障事业中长期发展规划2025年度规划""},{""编制时间"":""2025-04-04 11:30:00"",""规划名称"":""北京市住房保障事业中长期发展规划2026年度规划""}]",编制时间。北京市住房保障事业中长期发展规划2025年度规划；编制时间。北京市住房保障事业中长期发展规划2026年度规划,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,机构团体,政务核心类,保障房政策计划处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6594,GOV_DATA,数字资源-政府侧数据,4066,AN-BF-AA-AE,AN-BF-AA-AE,房源核验信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""核验时间"":""2025-03-16 09:30:00"",""房屋坐落"":""北京市东城区建国门街道示范路19号""},{""核验时间"":""2025-04-04 11:30:00"",""房屋坐落"":""北京市西城区金融街街道示范路20号""}]",核验时间。北京市东城区建国门街道示范路19号；核验时间。北京市西城区金融街街道示范路20号,,2026-06-05 18:33:48,2026-07-08 11:28:27,2023-06-01 00:00:00,0,0,0,政务管理,政务核心类,房屋租赁管理处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6595,GOV_DATA,数字资源-政府侧数据,4065,AN-BG-AJ-AA,AN-BG-AJ-AA,房屋安全评估与鉴定报告,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""报告内容摘要"":""对北京市东城区既有房屋结构安全、使用情况及维修建议进行模拟评估，结论为基本满足安全使用要求。""},{""报告内容摘要"":""对北京市西城区既有房屋结构安全、使用情况及维修建议进行模拟评估，结论为基本满足安全使用要求。""}]",对北京市东城区既有房屋结构安全、使用情况及维修建议进行模拟评估，结论为基本满足安全使用要求。；对北京市西城区既有房屋结构安全、使用情况及维修建议进行模拟评估，结论为基本满足安全使用要求。,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,公共安全,安全监管类,房屋安全和设备管理处房屋防汛办公室,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6596,GOV_DATA,数字资源-政府侧数据,4064,AN-BK-AB-AA,AN-BK-AB-AA,核心区人口疏解规范性文件,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""发文时间"":""2025-03-16 09:30:00"",""文件名称"":""北京市核心区人口疏解规范性文件2025年度文件""},{""发文时间"":""2025-04-04 11:30:00"",""文件名称"":""北京市核心区人口疏解规范性文件2026年度文件""}]",发文时间。北京市核心区人口疏解规范性文件2025年度文件；发文时间。北京市核心区人口疏解规范性文件2026年度文件,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,老城保护与修复处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6597,GOV_DATA,数字资源-政府侧数据,4063,AN-AC-AF-BB,AN-AC-AF-BB,城市更新项目信息公示情况,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""计划开工时间"":""2025-03-16 09:30:00"",""实施主体名称"":""城市更新项目信息公示情况模拟值1"",""位置或范围"":""北京市东城区建国门街道示范路19号"",""所属街道"":""建国门街道"",""行政区"":""东城区"",""更新类型"":""房屋建筑工程"",""项目名称"":""海淀区清河安置房项目"",""更新内容"":""围绕城市更新项目信息公示情况形成的北京市模拟信息，第1条用于测试展示和统计分析。""},{""计划开工时间"":""2025-04-04 11:30:00"",""实施主体名称"":""城市更新项目信息公示情况模拟值2"",""位置或范围"":""北京市西城区金融街街道示范路20号"",""所属街道"":""金融街街道"",""行政区"":""西城区"",""更新类型"":""市政基础设施工程"",""项目名称"":""朝阳区东坝共有产权住房项目"",""更新内容"":""围绕城市更新项目信息公示情况形成的北京市模拟信息，第2条用于测试展示和统计分析。""}]",计划开工时间。城市更新项目信息公示情况模拟值1。北京市东城区建国门街道示范路19号。建国门街道。东城区。房屋建筑工程。海淀区清河安置房项目。围绕城市更新项目信息公示情况形成的北京市模拟信息，第1条用于测试展示和统计分析。；计划开工时间。城市更新项目信息公示情况模拟值2。北京市西城区金融街街道示范路20号。金融街街道。西城区。市政基础设施工程。朝阳区东坝共有产权住房项目。围绕城市更新项目信息公示情况形成的北京市模拟信息，第2条用于测试展示和统计分析。,,2026-06-05 18:33:48,2026-07-08 11:28:27,2025-12-01 00:00:00,0,0,0,财税金融,经济发展类,城市更新处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6598,GOV_DATA,数字资源-政府侧数据,4062,AN-AE-AA-AV,AN-AE-AA-AV,购房资格审核证明信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""申请家庭类型"":""房屋建筑工程"",""申请人证件号码"":""110101198801150030X"",""申请人证件名称"":""居民身份证"",""申请人姓名"":""张*"",""核验时间"":""2025-03-16 09:30:00"",""是否通州商务型公寓"":""是"",""购买房屋所在区"":""东城区"",""核验类型"":""房屋建筑工程"",""证明编号"":""京住建〔2025〕121号"",""申请编号"":""京住建〔2025〕121号""},{""申请家庭类型"":""市政基础设施工程"",""申请人证件号码"":""110102198802150031X"",""申请人证件名称"":""居民身份证"",""申请人姓名"":""王*"",""核验时间"":""2025-04-04 11:30:00"",""是否通州商务型公寓"":""否"",""购买房屋所在区"":""西城区"",""核验类型"":""市政基础设施工程"",""证明编号"":""京住建〔2025〕122号"",""申请编号"":""京住建〔2025〕122号""}]",房屋建筑工程。110101198801150030X。居民身份证。张伟。核验时间。是。东城区。房屋建筑工程。京住建〔2025〕121号。京住建〔2025〕121号；市政基础设施工程。110102198802150031X。居民身份证。王芳。核验时间。否。西城区。市政基础设施工程。京住建〔2025〕122号。京住建〔2025〕122号,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-04-01 00:00:00,0,0,0,政务管理,政务核心类,房屋市场管理处,个人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6599,GOV_DATA,数字资源-政府侧数据,4061,AN-AN-AG-AA,AN-AN-AG-AA,施工安全监管信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""参建单位统一社会信用代码"":""91110101MA012750X0"",""所在地"":""北京市东城区建国门街道示范路19号"",""参建单位"":""北京城建集团有限责任公司"",""安全监督单位"":""施工安全监管信息模拟值1"",""监督检查记录"":""施工安全监管信息模拟值1"",""是否发现重大隐患"":""是"",""整改期限"":""100"",""整改部位"":""限期完成整改并提交复查材料"",""整改类型"":""房屋建筑工程"",""其他管理方面的问题"":""施工安全监管信息模拟值1"",""检查监督员所属部门"":""施工安全监管信息模拟值1"",""检查日期"":""施工安全监管信息模拟值1"",""检查内容"":""围绕施工安全监管信息形成的北京市模拟信息，第1条用于测试展示和统计分析。"",""抽查依据"":""依据北京市建设工程施工安全管理相关规定"",""工程名称"":""海淀区清河安置房项目"",""安全监督编号"":""京住建〔2025〕121号""},{""参建单位统一社会信用代码"":""91110102MA012751X1"",""所在地"":""北京市西城区金融街街道示范路20号"",""参建单位"":""北京市住宅产业化集团股份有限公司"",""安全监督单位"":""施工安全监管信息模拟值2"",""监督检查记录"":""施工安全监管信息模拟值2"",""是否发现重大隐患"":""否"",""整改期限"":""120"",""整改部位"":""限期完成整改并提交复查材料"",""整改类型"":""市政基础设施工程"",""其他管理方面的问题"":""施工安全监管信息模拟值2"",""检查监督员所属部门"":""施工安全监管信息模拟值2"",""检查日期"":""施工安全监管信息模拟值2"",""检查内容"":""围绕施工安全监管信息形成的北京市模拟信息，第2条用于测试展示和统计分析。"",""抽查依据"":""依据北京市建设工程施工安全管理相关规定"",""工程名称"":""朝阳区东坝共有产权住房项目"",""安全监督编号"":""京住建〔2025〕122号""}]",91110101MA012750X0。北京市东城区建国门街道示范路19号。北京城建集团有限责任公司。施工安全监管信息模拟值1。施工安全监管信息模拟值1。是。整改期限。限期完成整改并提交复查材料。房屋建筑工程。施工安全监管信息模拟值1。施工安全监管信息模拟值1。施工安全监管信息模拟值1。围绕施工安全监管信息形成的北京市模拟信息，第1条用于测试展示和统计分析。。依据北京市建设工程施工安全管理相关规定。海淀区清河安置房项目。京住建〔2025〕121号；91110102MA012751X1。北京市西城区金融街街道示范路20号。北京市住宅产业化集团股份有限公司。施工安全监管信息模拟值2。施工安全监管信息模拟值2。否。整改期限。限期完成整改并提交复查材料。市政基础设施工程。施工安全监管信息模拟值2。施工安全监管信息模拟值2。施工安全监管信息模拟值2。围绕施工安全监管信息形成的北京市模拟信息，第2条用于测试展示和统计分析。。依据北京市建设工程施工安全管理相关规定。朝阳区东坝共有产权住房项目。京住建〔2025〕122号,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,安全生产,安全监管类,施工安全管理处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6600,GOV_DATA,数字资源-政府侧数据,4060,AN-AM-AN-AA,AN-AM-AN-AA,装配式建筑信息,北京市住房和城乡建设委员会,DATA,无条件共享,否,"[{""发证日期"":""2025-03-16"",""工程编码"":""BM-01-0721"",""建设工程规划许可证号"":""京住建〔2025〕121号"",""工程所在区县及建设地点"":""东城区"",""工程规模"":""12500.00平方米"",""工程性质"":""房屋建筑工程"",""工程类别"":""房屋建筑工程"",""工程名称"":""海淀区清河安置房项目""},{""发证日期"":""2025-04-14"",""工程编码"":""BM-02-0721"",""建设工程规划许可证号"":""京住建〔2025〕122号"",""工程所在区县及建设地点"":""西城区"",""工程规模"":""14000.00平方米"",""工程性质"":""市政基础设施工程"",""工程类别"":""市政基础设施工程"",""工程名称"":""朝阳区东坝共有产权住房项目""}]",发证日期。BM-01-0721。京住建〔2025〕121号。东城区。12500.00平方米。房屋建筑工程。房屋建筑工程。海淀区清河安置房项目；发证日期。BM-02-0721。京住建〔2025〕122号。西城区。14000.00平方米。市政基础设施工程。市政基础设施工程。朝阳区东坝共有产权住房项目,,2026-06-05 18:33:48,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,城建住房,城市运行类,科技与村镇建设处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6601,GOV_DATA,数字资源-政府侧数据,3459,AL-LY-AB-AA,AL-LY-AB-AA,党建工作要点,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,机关党委党建工作处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6602,GOV_DATA,数字资源-政府侧数据,3458,AL-AA-AF-AA,AL-AA-AF-AA,全委年度总结,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,研究室宣传处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6603,GOV_DATA,数字资源-政府侧数据,3457,AL-AD-AB-AA,AL-AD-AB-AA,城市更新政策,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,详细规划处城市更新处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6604,GOV_DATA,数字资源-政府侧数据,3456,AL-MA-AA-AA,AL-MA-AA-AA,党组巡察规章制度,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,1,审计监督,政务核心类,机关纪委党组巡察工作办公室,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6605,GOV_DATA,数字资源-政府侧数据,3455,AL-AR-AB-AB,AL-AR-AB-AB,城市国土空间监测工业类单体建筑数据,北京市规划和自然资源委员会,DATA,有条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2022-06-22 15:53:43,0,0,0,工业农业,经济发展类,自然资源调查监测处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6606,GOV_DATA,数字资源-政府侧数据,3454,AL-BD-AB-AB,AL-BD-AB-AB,拆后利用数据建设空间分析信息,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2025-08-22 11:18:38,0,0,0,城建住房,城市运行类,专项治理协调处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6607,GOV_DATA,数字资源-政府侧数据,3453,AL-BD-AB-AD,AL-BD-AB-AD,拆后利用数据非建设空间分析信息,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2025-08-22 16:22:07,0,0,0,城建住房,城市运行类,专项治理协调处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6608,GOV_DATA,数字资源-政府侧数据,3452,AL-AU-AE-AA,AL-AU-AE-AA,土地批后监管,北京市规划和自然资源委员会,DATA,有条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,1995-03-01 00:00:00,0,0,0,财税金融,经济发展类,自然资源开发利用处,"政策文件类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6609,GOV_DATA,数字资源-政府侧数据,3451,AL-AS-AF-HB,AL-AS-AF-HB,国有农用地的使用权及森林、林木所有权变更登记,北京市规划和自然资源委员会,DATA,有条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2021-12-01 00:00:00,0,0,0,城建住房,城市运行类,自然资源确权登记处,区域类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6610,GOV_DATA,数字资源-政府侧数据,3450,AL-AS-AF-EF,AL-AS-AF-EF,房屋补充数据表,北京市规划和自然资源委员会,DATA,有条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,政务管理,政务核心类,自然资源确权登记处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6611,GOV_DATA,数字资源-政府侧数据,3449,AL-AL-AC-AA,AL-AL-AC-AA,地下水水位监测井信息,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2025-10-22 10:26:19,0,0,0,资源能源,城市运行类,北京市地质矿产勘查院,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6612,GOV_DATA,数字资源-政府侧数据,3448,AL-AL-AJ-AA,AL-AL-AJ-AA,深层地热监测数据,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2025-10-22 11:12:24,0,0,0,生态环境,城市运行类,北京市地质矿产勘查院,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6613,GOV_DATA,数字资源-政府侧数据,3447,AL-AY-AH-AA,AL-AY-AH-AA,界线与不动产测绘机构资质,北京市规划和自然资源委员会,DATA,无条件共享,是,,,http://data.beijing.gov.cn/zyml/ajg/sgtj/98f9992050db402e9ef1cff09c6d56f0.htm,2026-06-05 18:33:48,2026-07-08 11:28:27,2018-01-01 00:00:00,0,0,0,机构团体,政务核心类,国土测绘处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6614,GOV_DATA,数字资源-政府侧数据,3446,AL-AA-AK-AA,AL-AA-AK-AA,地方志书,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2019-06-21 10:47:29,0,0,0,教育文化,社会民生类,研究室宣传处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6615,GOV_DATA,数字资源-政府侧数据,3445,AL-AK-AG-AD,AL-AK-AG-AD,乡（镇）村企业使用集体建设用地审批,北京市规划和自然资源委员会,DATA,无条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2021-10-01 00:00:00,0,0,0,城建住房,城市运行类,行政审批协调处档案管理处,"法人类数据资源,区域类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
6616,GOV_DATA,数字资源-政府侧数据,3444,AL-AS-AF-BU,AL-AS-AF-BU,业务、原权证、不动产、权利人,北京市规划和自然资源委员会,DATA,有条件共享,否,,,,2026-06-05 18:33:48,2026-07-08 11:28:27,2018-12-01 00:00:00,0,0,0,城建住房,城市运行类,自然资源确权登记处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
