序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,component_name,provider,component_desc,component_version,process_type,create_time,update_time,data_time,del_status,valid_status,visit_count,favorited,deploy_url,来源接口
43,COMPONENT_RESOURCE,创新服务-组件资源,153,1476,"2,800,804,","计算机视觉,",Qverse三维编辑展示平台,众趣（北京）科技有限公司,Qverse三维空间应用平台，通过核心AI+空间计算与云端渲染技术对真实空间进行高速全息映射，构建数字孪生体，为用户提供高效的虚拟化空间建设服务，赋能智慧园区、公共安全、房地产、建筑工程、文博展馆、酒店民宿、家装家居、电商零售等众多行业领域。,1.0.0,2,2026-07-08 02:01:03,2026-07-08 02:01:03,2026-06-24 15:36:37,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
44,COMPONENT_RESOURCE,创新服务-组件资源,152,1475,"2,900,902,","网络安全,",绿盟渗透测试自动化工具（EZ）,北京神州绿盟科技有限公司,绿盟渗透测试自动化工具（EZ）是一款集攻防实战经验与自动化技术于一体的专业渗透测试产品，核心定位是为渗透测试人员提供高效、全面的资产探测与漏洞发现解决方案。产品融合绿盟烈鹰和梅花 K 战队的实战攻防能力，历经百余次实网攻防演练验证，支持跨 Windows、Linux、MacOS 多平台部署，可广泛应用于攻防对抗、资产攻击面排查、漏洞预警影响面排查及系统上线前渗透测试等场景，帮助企业快速发现网络资产漏洞，降低安全风险，提升渗透测试效率与覆盖面。,1.0.6,2,2026-07-08 02:01:03,2026-07-08 02:01:03,2026-06-24 15:35:59,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
45,COMPONENT_RESOURCE,创新服务-组件资源,132,1474,"2,1200,1203,","办公协同,",永中文档在线预览软件,永中软件股份有限公司,"永中文档在线预览软件(以下简称：永中DCS)是永中Office针对政企单位提供的文件预览与文件转换服务，可同时供多个业务系统进行对接和集成，赋能业务系统实现Office文档、PDF、OFD等格式文档的在线预览与文档批量格式转换，支持80多种不同文件格式的文件。永中DCS文档在线预览是由一组后台服务组成，并提供接口供业务系统进行对接。同时支持文档智能处理，提供文档组装(套红),文档水印(图片水印、文字水印),防复制预览，文档在线签批，文档的拆分与合并、文档内容的提取与替换等增值功能项。",4.0.0,2,2026-06-22 20:48:45,2026-08-27 16:23:22,2026-06-17 10:35:28,0,0,61,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
46,COMPONENT_RESOURCE,创新服务-组件资源,133,1473,"2,1200,1203,","办公协同,",永中文档在线编辑软件,永中软件股份有限公司,永中Web Office是一款安全高效的在线编辑文档工具，它是包含Word、Excel、PPT三大应用，运行于浏览器的网页Office。用户端无需本地安装Office无需插件，打开浏览器即可对文档进行在线编辑，云端即时保存编辑的内容，不用担心文档数据的损坏和丢失。永中Web Office具有强大的文字编辑、高兼容度排版等多项优势。它支持多人协作处理同一份文档，它支持多终端设备，并提供pc版、移动版的文字处理、电子表格、简报制作三大应用，已具备满足日常办公的基本需要。,3.0.0,2,2026-06-22 20:48:45,2026-08-24 22:36:14,2026-06-17 10:34:44,0,0,18,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
47,COMPONENT_RESOURCE,创新服务-组件资源,134,1472,"2,800,805,","视频,",视频会议H.323融合组件,小鱼易连科技有限公司,基于H.323 标准通信协议，实现与各类支持 H.323 协议的第三方（华为、宝利通、中兴、科达等）视频会议终端、平台的无缝对接与跨系统互联互通，打破不同品牌、不同协议设备间的沟通壁垒，保障多方会议无障碍接入。,1.0.0,2,2026-06-22 20:48:47,2026-09-02 10:18:46,2026-06-17 10:34:09,0,0,39,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
48,COMPONENT_RESOURCE,创新服务-组件资源,135,1471,"2,800,805,","视频,",视频会议录播组件,小鱼易连科技有限公司,针对视频会议全过程的音视频内容进行实时录制、统一存储与后续回放管理，完整留存会议内容，满足会议复盘、内容存档、资料追溯等需求。,1.0.0,2,2026-06-22 20:48:47,2026-09-02 01:57:50,2026-06-17 10:33:09,0,0,10,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
49,COMPONENT_RESOURCE,创新服务-组件资源,136,1470,"2,800,805,","视频,",视频会议管理组件,小鱼易连科技有限公司,会议全流程管控工具，专注于会议的统筹管理与实时操控，涵盖会议创建、预约、发起、结束全流程管理，同时支持参会人员权限分配、会议画面切换、音量调控、参会方管理等实时控制功能，实现会议全周期规范化、精细化管控，可独立完成会议调度与现场管控工作。,1.0.0,2,2026-06-22 20:48:47,2026-08-13 04:18:37,2026-06-17 10:31:46,0,0,18,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
50,COMPONENT_RESOURCE,创新服务-组件资源,119,1468,"2,1200,1203,","办公协同,",智能公文,北京致远互联软件股份有限公司,智能公文系统，公文全生命周期管理平台、公文智能处理中枢，实现政府机关单位人员的公文收发、流转、归档全流程信息化处理，多端发起公文起草、发文、收文申请，智能处理公文审核、流转、归档、查询，自动同步京办日历服务与消息提醒，便捷公文检索与待办提醒，提升用户体验，高效规范公文管理。,1.0.0,2,2026-06-17 11:16:41,2026-08-21 15:23:31,2026-06-11 11:31:10,0,0,14,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
51,COMPONENT_RESOURCE,创新服务-组件资源,120,1467,"2,1200,1203,","办公协同,",督办管理,北京致远互联软件股份有限公司,督办管理聚焦政府机关单位重点工作、交办任务的全生命周期闭环管理，实现政务督办事项的数字化、智能化、规范化处理。支持多端发起督办任务、智能分配责任主体、全流程跟踪进度、自动预警超期事项、一键生成督办报告，自动同步京办日程与消息提醒，实现任务从立项、交办、承办、催办到办结的全流程可追溯、可监控、可考核，大幅提升政务执行效率与督办管理效能。支持 PC 端及移动端使用。,1.0.0,2,2026-06-17 11:16:41,2026-07-08 02:01:02,2026-06-11 11:30:42,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
52,COMPONENT_RESOURCE,创新服务-组件资源,121,1469,"2,1200,1201,","内容管理,",企业云盘,武汉意畅智云科技有限公司,意畅企业云盘，为大中型客户提供私有云部署的企业级云盘系统，专注于企业海量非结构化数据的存储与管理，结合真实的应用场景为企业客户量身打造集“管控、安全、共享、协作、集成”五位一体的新型文档管理解决方案，充分满足企业在存储资源高效利用、海量文件安全管理以及文件便捷分享与协作方面的各种需求，致力于构建文件生命周期内使用方式与业务应用高度融合的新生态，为企业级用户提供统一、简单、高效、便捷、放心的办公环境。,5.4.3,2,2026-06-17 11:16:41,2026-08-26 22:18:56,2026-06-11 10:47:09,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
53,COMPONENT_RESOURCE,创新服务-组件资源,129,1465,"2,900,902,","网络安全,",360上网行为审计系统,三六零数字安全科技集团有限公司,360上网行为审计系统是识别全面、控制手段丰富的高性能上网行为管理产品。能对网络中的网络社区、P2P/IM带宽滥用、网络游戏、炒股、网络多媒体、非法网站访问等行为进行精细化识别和控制并利用智能流控、智能阻断、智能路由等技术，配合创新的社交网络行为管理功能、清晰易用的管理日志功能等，提供全面、完善的上网行为管理解决方案。从而保障网络关键应用和服务的带宽，对网络流量、用户上网行为进行深入分析与全面的审计，为用户全面了解网络应用模型和流量趋势，优化其带宽资源，开展各项业务提供有力的支撑。,2.0.0,2,2026-06-17 11:16:42,2026-09-02 02:36:08,2026-06-11 10:46:27,0,0,8,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
54,COMPONENT_RESOURCE,创新服务-组件资源,130,1464,"2,900,902,","网络安全,",360安全防火墙系统,三六零数字安全科技集团有限公司,360安全防火墙系统集成策略控制、VPN、VSYS虚拟化、上网行为管理、资产管理、流量控制、入侵检测、防病毒、WAF、SSL加密流量检测、SDWAN、360产品联动（DNS、安全大脑、威胁情报、EPP）等模块，以其丰富的产品特性、安全功能，满足不同场景下的边界防护需求，为用户提供高性能、可视化、精准有效的一体化安全防护体系。,1.0.0,2,2026-06-17 11:16:42,2026-09-02 03:42:39,2026-06-11 10:46:01,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
55,COMPONENT_RESOURCE,创新服务-组件资源,131,1466,"2,900,902,","网络安全,",360终端安全管理系统,三六零数字安全科技集团有限公司,360终端安全管理系统软件在360安全大数据极智赋能下，以安全大数据、云计算、人工智能等新技术为支撑，以可靠服务为保障，解决政企用户内网终端安全管理问题。可提供病毒查杀（兼容信创环境）、勒索挖矿防护、漏洞修复、合规管控、终端准入控制、优化加速等能力帮助政企用户掌控全网终端安全状态，给客户提供终端安全一体化的解决方案，有效保障全网终端安全。,12.0.0,2,2026-06-17 11:16:42,2026-07-08 02:01:04,2026-06-11 10:12:43,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
56,COMPONENT_RESOURCE,创新服务-组件资源,125,1460,"2,600,604,","数据开发与服务,",睿治Agent数据治理平台,北京亿信华辰软件有限责任公司,睿治Agent数据治理平台以大模型为内核、智能体为载体，深度融合大模型的认知与生成能力，充分发挥智能体的自主协作特性，致力于打造AI原生的数据治理平台，让治理更高效、更智能。同时支持按需模块化部署，灵活适配企业多样化需求。,3.1.0,2,2026-06-17 11:16:42,2026-08-21 09:13:50,2026-06-05 14:22:22,0,0,4,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
57,COMPONENT_RESOURCE,创新服务-组件资源,122,1459,"2,500,501,","关系型数据库,",金仓空间数据模型KES Spatial,中电科金仓（北京）科技股份有限公司,金仓空间数据模型KES Spatial支持包含几何模型、栅格模型、路网模型、点云模型和轨迹模型等。KES Spatial提供近700种空间函数，包含管理函数、对象构建函数、对象编辑函数、处理函数、线性函数、空间关系、栅格分析、三维分析、点云处理、路网分析等应用函数。同时，KES Spatial与国内外数十家GIS平台进行了深度适配，为GIS应用提供功能完善、稳定可靠的数据库支撑。,9.0.0,2,2026-06-17 11:16:41,2026-09-02 10:43:41,2026-06-05 14:21:54,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
58,COMPONENT_RESOURCE,创新服务-组件资源,123,1458,"2,500,501,","关系型数据库,",金仓数据库管理系统共享存储集群软件KingbaseES RAC,中电科金仓（北京）科技股份有限公司,金仓数据库管理系统多写共享存储集群软件KingbaseES RAC（简称KES RAC）用于构建采用共享存储架构的对等多写数据库集群，具有高可用、可横向扩展、低存储成本、低应用改造成本等特点，能够满足大多数应用场景在功能、性能及可用性方面的严格要求。,9.0.0,2,2026-06-17 11:16:41,2026-07-08 02:01:02,2026-06-05 14:21:36,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
59,COMPONENT_RESOURCE,创新服务-组件资源,124,1457,"2,500,501,","关系型数据库,",金仓文档数据模型KES Document,中电科金仓（北京）科技股份有限公司,金仓文档数据模型KES Document是一款专注于文档数据存储、查询和管理的扩展插件。支持无模式（Sche ma-less）数据存储，支持JSON、BSON或XML等多种数据格式，提供动态文档结构、复杂数据类型处理、高性能查询等能力，实现内容管理、用户画像、复杂设备监控等多种场景下的半结构化数据处理。,9.0.0,2,2026-06-17 11:16:41,2026-07-08 02:01:02,2026-06-05 14:21:14,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
60,COMPONENT_RESOURCE,创新服务-组件资源,126,1463,"2,600,604,","数据开发与服务,",基于医保数据的健康保险智慧服务,云基华海信息技术股份有限公司,本产品依托合规医保数据，融合国密加密、可信计算与机器学习技术，构建安全高效的健康保险智慧服务体系，面向医保监管部门、保险机构及参保用户提供全链路服务。产品严守数据安全规范，通过数据脱敏技术实现“数据可用不可见”，保障隐私安全。针对保险行业痛点，产品可完成医保数据真实性核验、带病体风险分层评分，助力保险精准定价。同时实现核保、理赔自动化升级，大幅压缩业务办理时效、降低运营与风控成本。此外，可联动医保、商保数据排查违规诊疗行为，助力医保基金精细化监管，实现政企双向赋能。,1.0.0,2,2026-06-17 11:16:42,2026-07-08 02:01:03,2026-06-05 14:03:30,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
61,COMPONENT_RESOURCE,创新服务-组件资源,127,1462,"2,600,604,","数据开发与服务,",多数字人伴游与AIGC共创,云基华海信息技术股份有限公司,以景区高质量数据集建设为基础，以AI能力为核心驱动力，初期以手机为体验入口，围绕还会融合AI眼镜等更多智能终端，打造覆盖游客游前、游中、游后的全生命周期数字文旅服务体系。通过数字内容与交互设计，帮助游客在真实世界中建立更加丰富、更有温度的连接关系，实现从“看景”到“参与”、从“体验”到“创造”的转变。,1.0.0,2,2026-06-17 11:16:42,2026-08-23 23:22:33,2026-06-05 14:02:56,0,0,3,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
62,COMPONENT_RESOURCE,创新服务-组件资源,128,1461,"2,600,604,","数据开发与服务,",手术室运营AI小助手,云基华海信息技术股份有限公司,立足医疗发展实际，以多源数据融合为核心驱动，聚焦手术室排班低效、文档繁琐、合规风险高、管理粗放等核心痛点，打造通用大模型 + 医院专属应用系统双核心产品，构建可复用、高盈利、易落地的医疗 AI 解决方案，实现数据集团、项目发起方、合作医院多方共赢，为全国医疗智能化升级提供可复制模式。,1.0.0,2,2026-06-17 11:16:42,2026-07-08 02:01:03,2026-06-05 14:02:03,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
63,COMPONENT_RESOURCE,创新服务-组件资源,29,1456,"2,1200,1203,","办公协同,",点聚手写签批系统V4.0,北京点聚信息技术有限公司,点聚手写签批系统V4.0支持国产信创环境，是一套基于PC电脑端和移动办公设备端的手写签名软件，提供手写签批原笔迹、电子签名、键盘文字录入等功能，为业务办公系统全流程无纸化办理提供基础支撑。产品提供丰富的开发接口，提供各种组件形态（ActiveX、NPAPI、so、jar）满足客户业务系统的多环境。点聚手写签名系统V4.0支持带手写压力感应的硬件设备，能够很细致的获取手写笔的压力感应并如实的反应到电子文件上，使用户签字效果更趋于纸质签字效果。,4.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-29 17:07:36,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
64,COMPONENT_RESOURCE,创新服务-组件资源,30,1455,"2,1200,1203,","办公协同,",点聚OFD版式文档处理系统V3.0,北京点聚信息技术有限公司,点聚OFD版式文档处理系统V3.0是基于完全国产化软硬件环境的 OFD 版式软件，支持 OFD 版式文件的阅读、手写签名、签章、验章等功能，提供标准的接口为第三方业务系统增加 OFD 处理功能，支持 B/S 和 C/S 开发环境。点聚 OFD 软件设计符合（GB/T 33190-2016）《电子文件存储与交换格式版式文档》国家标准，支持目前所有的国产化操作系统和国产化 CPU 平台， 与各基础软硬件（如国产中间件、国产浏览器、密码设备）完成兼容性适配，并通过了国家保密局的相关测试，完全符合信创环境。,3.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-29 17:07:05,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
65,COMPONENT_RESOURCE,创新服务-组件资源,31,1454,"2,1200,1203,","办公协同,",点聚电子签章系统V4.0,北京点聚信息技术有限公司,点聚电子签章系统 V4.0（信创环境）是一套基于完全国产化软硬件环境的电子签章系统，在兼容原 Windows 环境下使用习惯的基础上更增加了符合国内安全要求和功能性需求的模块。系统采用国密算法实现对电子印章的全生命周期管理，包括印章的申请、审核、制作、签章、验证等功能，提供标准的接口为第三方业务系统提供签章的相关功能，帮助客户实现在电子文档上加盖电子签章，确保电子文件的安全可追溯。点聚电子签章系统支持目前所有的国产化操作系统和国产化CPU平台，与各基础软硬件（如国产中间件、国产浏览器、密码设备）完成兼容性适配，并通过了国家保密局和国家密码局的相关测试，完全符合信创环境。,4.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-29 17:05:29,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
66,COMPONENT_RESOURCE,创新服务-组件资源,32,1453,"2,1200,1203,","办公协同,",友虹OCR文字识别软件,友虹（北京）科技有限公司,友虹 OCR 文字识别能力是一款面向企业级场景的文字识别软件，支持对扫描件、图片及版式文档进行高精度文字识别，可实现印刷体、手写体及复杂版面内容的自动解析与结构化输出。系统支持多语言文字识别，能够对文档中的段落、表格、图片区域及混合排版内容进行定位与识别，并支持输出可编辑文本及结构化数据结果。同时可与友虹可信版式处理套件集成，实现双层文档生成，使识别结果与原始版式内容同步保留，满足可检索与长期归档需求。,2.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-27 14:22:16,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
67,COMPONENT_RESOURCE,创新服务-组件资源,33,1452,"2,1200,1203,","办公协同,",友虹在线轻阅读软件,友虹（北京）科技有限公司,友虹在线轻阅读是一款面向企业级场景的版式文档在线浏览与轻量处理软件，支持 OFD、PDF 及图片等多种格式在浏览器端的高保真渲染与展示，无需安装任何客户端或插件，即可实现文档的快速在线阅读与访问。系统提供稳定的文档解析与渲染能力，支持页面缩放、全文检索、目录跳转、打印等基础阅读与输出功能，并支持批注操作，包括文本批注、手写批注、高亮标注等，实现文档的轻量协同处理能力。同时支持权限控制与签章、验章与添加水印安全机制，保障文档在传输与展示过程中的安全性与可控性。平台支持标准化接口对接，可嵌入业务系统进行集成部署，兼容 Windows、Linux、麒麟及统信等多种操作系统环境，适用于政务、医疗、金融、档案管理、电子证照及招投标等严肃文档在线阅读与审阅场景。,2.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-27 14:21:49,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
68,COMPONENT_RESOURCE,创新服务-组件资源,34,1451,"2,1200,1203,","办公协同,",友虹可信版式处理套件,友虹（北京）科技有限公司,友虹可信版式处理套件是一套面向企业级场景的文档转换与处理平台，支持 Office 文档、PDF、OFD 及图片等多种格式向 OFD/PDF 的高保真转换，并支持生成符合长期归档要求的 OFD-A 及 OFD-H 等扩展格式文档，可有效保障文档版式、字体、表格、印章及页面结构的一致性。系统支持与 OCR 能力集成，实现扫描件识别、表格识别及双层 OFD/PDF 生成，满足文档可检索与结构化处理需求。同时平台内置文档合并拆分、页面旋转、水印添加、文档加密、元数据处理等五十多种文档加工能力，并提供标准 API 接口，支持 Windows、Linux、麒麟、统信等多种环境部署，适用于政务、医疗、金融、档案、电子证照、招投标等严肃文档应用场景。,1.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-27 14:20:56,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
69,COMPONENT_RESOURCE,创新服务-组件资源,97,1450,"2,600,604,","数据开发与服务,",商务万象跨境通,浪潮卓数大数据产业发展有限公司,商务万象·跨境通是面向各级商务主管部门打造的跨境电商与外贸全链条智能决策分析平台。以多源数据融合为底座，以AI智能分析为驱动，为各级商务主管部门提供跨境电商与外贸全流程数字化服务，实现运行态势可监测、企业底数可穿透、工作推进有抓手、政策制定可支撑，助力跨境电商与外贸高质量发展。,1.3.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-05-22 17:28:09,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
70,COMPONENT_RESOURCE,创新服务-组件资源,98,1449,"2,600,604,","数据开发与服务,",商务万象电商通,浪潮卓数大数据产业发展有限公司,以“数字+商务”新模式为导向，采集主流电商平台公开数据，提供网络零告、农村电商、农产品上行、电商企业、电商直播等一站式电商数据监测统计、分析和应用服务，助力各级政府部门开展电商运行监测、发展分析研判、政策决策和公共服务。,3.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-05-22 17:27:33,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
71,COMPONENT_RESOURCE,创新服务-组件资源,117,1448,"2,800,806,","音频,",音频无监督处理工具链,安徽飞数信息科技有限公司,本工具链专为大模型（重点是语音大模型）预训练打造，实现海量音频数据“端到端”全流程无监督自动化处理，可大幅提升音频预训练数据集的构建效率与质量，为语音、多模态大模型预训练提供高质量数据支撑。,2.2.0,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-05-21 11:32:07,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
72,COMPONENT_RESOURCE,创新服务-组件资源,116,1447,"2,900,904,","Web应用防火墙,",绿盟Web应用防火墙（WAF),北京神州绿盟科技有限公司,绿盟下一代 WAF（Web 应用防护系统）是一款集成多维度安全防护能力的综合性网关产品，聚焦 Web 应用与 API 安全，提供 DDoS 防护、Bot 流量管理、WAF 核心防护、API 安全防护于一体的协同解决方案。产品适配物理、虚拟化、云原生等多种部署环境，支持串联、旁挂、镜像等多种部署模式，可灵活应对企业 Web 应用在数字化转型中面临的合规要求、业务风险、业务中断及运维繁琐等挑战，广泛服务于政府、金融、运营商、能源、教育等多行业，保障 Web 应用、业务及数据的全生命周期安全。,6.0.8,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-05-21 11:31:21,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
73,COMPONENT_RESOURCE,创新服务-组件资源,105,1446,"2,800,802,","文本,",文本问答对合成工具链,安徽飞数信息科技有限公司,此组件用于从PDF/DOCX文档自动合成高质量问答数据集，其核心功能如下：1.支持 PDF、DOCX 等多种文档格式解析（含公式、表格），兼容 MinerU GPU/CPU双模式，满足不同环境下的数据处理需求；2.支持单选题、多选题、填空题、材料分析、图片分析等题型的自动生成，并可按难度（简单/中等/困难）配比灵活分配；3.采用多个校验器过滤低质量数据，并生成中间产物进行追踪，降低人工标注成本；4.支持大规模文档批量处理，采用异步并发生成策略，相比串行模式提速约 2-4 倍。,1.1.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-05-20 18:08:46,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
74,COMPONENT_RESOURCE,创新服务-组件资源,109,1445,"2,900,902,","网络安全,",绿盟网络安全漏洞扫描系统（RSAS),北京神州绿盟科技有限公司,绿盟网络安全漏洞扫描系统（RSAS）是一款基于绿盟科技多年漏洞挖掘与安全服务经验自主研发的新一代漏洞管理产品，核心定位是全方位检测网络系统各类脆弱性风险，为企业提供从漏洞发现、分析到修复审计的全流程解决方案。产品采用模块化架构，支持 IPv4/IPv6 双协议栈及虚拟化部署，适配小规模网络、中小规模多子网、大规模跨地区网络等多种场景，可广泛应用于政府、金融、能源、运营商等多行业，满足《网络安全法》《等级保护 2.0》等合规要求，助力企业先于攻击者发现安全隐患，最大程度减小受攻击面。,6.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:04,2026-05-20 17:44:57,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
75,COMPONENT_RESOURCE,创新服务-组件资源,99,1444,"2,600,604,","数据开发与服务,",睿治数据治理平台,北京亿信华辰软件有限责任公司,睿治智能数据治理平台由亿信华辰自主研发，融合数据集成管理、数据交换管理、元数据管理、数据标准管理、数据质量管理、数据资产管理、数据安全管理、数据生命周期管理等产品模块，各产品模块可独立或任意组合使用，打通数据治理各个环节，可快速满足政府、企业用户各类不同的数据治理场景。,3.1.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2026-05-13 15:40:52,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
76,COMPONENT_RESOURCE,创新服务-组件资源,77,1443,"2,600,603,","数据应用与可视化,",睿码主数据管理平台,北京亿信华辰软件有限责任公司,全程“零”编码，高效实现主数据模型、主数据维护、主数据分发、主数据质量的全过程管理，为企业主数据管理落地提供有效支撑，实现各业务系统间的主数据共享，保障企业主数据的唯一性、准确性、一致性。,2.7.0,2,2026-06-05 18:34:10,2026-07-08 02:01:03,2026-05-13 15:39:46,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
77,COMPONENT_RESOURCE,创新服务-组件资源,63,1442,"2,600,601,","数据计算与分析,",帆软报表软件FineReport,帆软软件有限公司,FineReport易学易用，功能强大，简单拖拽操作便可制作中国式复杂报表，轻松实现报表的多样展示、交互分析、数据录入、权限管理、定时调度、打印输出、门户管理和移动应用等需求。借助于FineReport的无码理念，IT部门可以轻松地构建出灵活的数据分析，网络直报等应用系统，大大缩短项目周期，减少实施成本，灵活应对公司日常管理需求。,11.5.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-13 14:41:04,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
78,COMPONENT_RESOURCE,创新服务-组件资源,64,1441,"2,600,601,","数据计算与分析,",帆软商业智能软件FineBI,帆软软件有限公司,新一代自助大数据分析的BI工具，被国内多家专业媒体和机构评为国内最佳BI解决方案和年度创新大数据BI产品。FineBI旨在帮助企业的业务部门用户充分了解和利用他们的数据，凭借强劲的大数据引擎，自动建模，用户只需在dashboard面板中简单拖拽操作，便能制作出丰富多样的数据可视化信息，并可以进行数据钻取，联动和过滤操作，自由地对业务经营过程中产生的数据进行分析和探索，及时地做出经营决策调整，让数据释放出更多未知潜能。,7.0.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-13 14:40:22,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
79,COMPONENT_RESOURCE,创新服务-组件资源,65,1440,"2,600,601,","数据计算与分析,",FineDataLink数据平台,帆软软件有限公司,新一代的低代码/高时效的企业级一站式数据集成产品，面向用户大数据场景下实时数据采集、集成、清洗、管理的诉求，提供快速连接、高时效融合各种数据、敏捷发布Data API 数据接口的能力。赋予用户仅通过单一平台，即可实现数据传输、数据调度、数据治理和数据服务等各类复杂组合场景的能力。打造一个具备开放的、一站式、标准化、可视化、高性能和可持续交付的自助化数据调度与治理平台。帮助企业打破数据孤岛，大幅激活企业业务潜能，使数据成为生产力。,4.2.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2026-05-11 16:40:37,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
80,COMPONENT_RESOURCE,创新服务-组件资源,24,1439,"2,1200,1205,","财税管理,",中兴新云·财资,深圳市中兴新云服务有限公司,中兴新云·财资系列产品支持银行账户统一管理、集团资金集中管理、资金预算约束管理、债务融资严格管理、资金结算规范管理、票据使用高效管理、应收款项清收管理、借款与融资担保管理等核心业务，通过账户实时可视、资金高效结算、风险动态管控与数据智能分析，通过数据智能分析赋能精准决策，全面提升企业资金效率、流动性管理水平和战略支撑能力。,1.0.0,2,2026-06-05 18:34:09,2026-07-08 02:01:01,2026-05-08 17:47:39,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
